,id,latitude,longitude,status_group
626,53147,-10.11745269,38.59841982,non functional
629,53218,-5.11538727,38.78423244,non functional
632,58642,-10.08249511,37.79482782,non functional
633,7420,-10.32506494,38.75159512,non functional
635,54548,-3.28840021,37.55061829,non functional
636,54848,-6.90190842,39.44163826,non functional
638,26535,-10.79262244,37.124036600000004,non functional
640,53518,-4.57232332,30.29392803,non functional
644,23819,-6.51620381,38.88491495,non functional
645,27069,-4.13497676,37.95085516,non functional
648,37750,-6.38347804,35.89378179,non functional
651,50708,-4.12677766,37.88838341,non functional
656,53985,-4.25968622,32.77056167,non functional
658,47117,-10.74999138,35.13611688,non functional
660,46110,-9.89920556,37.9228468,non functional
662,623,-10.16058464,39.95981636,non functional
664,52067,-3.32106957,36.96582154,non functional
668,51355,-4.26373615,33.61860112,non functional
671,7863,-8.87988853,32.31003605,non functional
674,23407,-5.30721266,38.6379396,non functional
678,27128,-2e-08,0.0,non functional
681,40427,-10.70236514,38.53662232,non functional
685,59031,-7.05661653,38.74481472,non functional
689,7841,-4.70215152,35.09244598,non functional
690,32699,-3.82546752,32.73128806,non functional
693,39953,-3.44166124,31.89493405,non functional
696,35007,-5.67943677,38.88593156,non functional
698,54670,-8.95262633,35.84015138,non functional
701,50001,-1.83421944,34.31717479,non functional
702,6002,-6.89004147,39.11655424,non functional
706,26302,-10.9138826,36.08483856,non functional
708,11362,-3.15696421,34.32154177,non functional
710,3873,-7.04104642,38.97356376,non functional
714,71216,-2.53075133,31.69514651,non functional
715,42487,-3.61321707,37.67524025,non functional
716,19869,-3.28148687,37.36406257,non functional
718,5875,-10.02970191,38.85296314,non functional
722,28306,-10.59052702,36.81736271,non functional
723,69377,-3.63898301,32.45293726,non functional
724,492,-3.45445766,33.51813022,non functional
725,11641,-9.22787315,33.11236992,non functional
730,49888,-10.54666682,38.68873692,non functional
731,17809,-8.37383633,36.09392434,non functional
736,13866,-3.73395582,32.6482678,non functional
744,25766,-4.87377259,32.8356512,non functional
745,70897,-8.39023469,31.81774569,non functional
749,13501,-3.24695351,37.28742845,non functional
750,26856,-6.58966561,38.84709509,non functional
757,63978,-3.98266954,35.33852576,non functional
758,45566,-10.7952992,38.61905949,non functional
762,3995,-8.09719899,36.51608838,non functional
766,10976,-5.87831098,35.11376403,non functional
767,18814,-8.78069049,35.80970965,non functional
772,43149,-8.15429792,36.68181336,non functional
776,18848,-2.75755562,33.15133011,non functional
777,711,-4.84223317,34.97084936,non functional
778,6044,-6.13539848,35.93791175,non functional
779,2940,-9.7257709,39.58169206,non functional
780,57305,-5.41738797,35.61637401,non functional
787,11497,-8.855927900000003,33.63814585,non functional
789,26174,-5.56419578,38.91683883,non functional
793,21623,-7.53817622,36.108195,non functional
794,37757,-3.65035203,37.61767394,non functional
800,47193,-6.97774009,38.71965897,non functional
801,5464,-5.40515365,37.0432101,non functional
803,59694,-10.86131118,37.45321421,non functional
806,37039,-3.36960297,36.84713924,non functional
808,10527,-9.09664155,34.99288367,non functional
809,40666,-1.16252824,34.04032147,non functional
810,47783,-10.56108902,39.28999672,non functional
811,47756,-10.27222113,38.66630939,non functional
812,66682,-7.52190307,35.47403093,non functional
814,1605,-8.40947377,36.62644435,non functional
815,10065,-6.86206638,38.19955102,non functional
816,72943,-6.66497194,36.12258117,non functional
818,54163,-5.52275575,38.53403,non functional
822,47075,-6.09721349,36.83373961,non functional
824,28921,-1.27761822,30.68720619,non functional
826,23288,-9.54718994,35.10782933,non functional
827,50641,-2.51383403,33.24674871,non functional
828,1074,-6.49962016,36.20103241,non functional
831,51665,-11.04423128,35.05390211,non functional
835,7942,-3.32429698,37.42263428,non functional
838,58495,-3.50432673,33.38198314,non functional
842,52390,-2.99555121,31.41362444,non functional
845,2829,-3.36975122,32.26183402,non functional
850,11871,-7.51018798,31.04202476,non functional
852,13555,-5.30226605,38.90184536,non functional
854,28822,-5.25054438,32.93467455,non functional
860,35778,-5.42082294,38.97441554,non functional
861,70424,-1.78404463,31.54923004,non functional
862,58389,-10.703494500000001,39.57037214,non functional
863,11695,-5.59541844,30.42063192,non functional
864,37915,-3.06488685,33.0210039,non functional
868,34130,-4.4143664000000005,37.95417519,non functional
872,7784,-1.72457661,31.64833142,non functional
879,22244,-2.50518856,30.56042442,non functional
883,23156,-8.91188501,36.71741234,non functional
884,54772,-6.78358244,38.84893578,non functional
889,48519,-10.85071792,38.94556067,non functional
890,33946,-5.03373482,34.774244,non functional
894,13987,-10.40471658,38.95853148,non functional
895,20639,-6.57612953,36.52639035,non functional
900,61992,-10.62566701,36.87241565,non functional
902,34305,-3.28630723,32.37269104,non functional
905,36255,-4.41764769,35.51145961,non functional
914,15975,-10.55441685,38.79987731,non functional
915,22396,-1.60730098,31.41278596,non functional
918,47697,-4.26321777,32.79728977,non functional
920,52461,-10.7968769,36.95978333,non functional
921,49160,-9.26490615,33.80820365,non functional
922,42590,-4.52955933,34.88528902,non functional
923,65061,-2.73058818,32.93560733,non functional
924,25243,-6.55518496,38.89222176,non functional
929,53109,-1.79755891,31.54565218,non functional
932,40750,-4.5503444,38.234377,non functional
933,16363,-9.17121546,32.86485927,non functional
937,12656,-11.33098359,36.16149404,non functional
940,73274,-2.00979593,33.86953484,non functional
941,20697,-2.5235996,33.55167374,non functional
943,19781,-4.22849934,35.42732704,non functional
944,56226,-5.27167051,38.83725814,non functional
948,72849,-8.52663369,39.51314946,non functional
949,15974,-7.19024193,39.27572898,non functional
952,54327,-5.34919285,38.97559638,non functional
955,44490,-3.80317808,33.07124893,non functional
956,4379,-3.22196269,33.59875806,non functional
958,41227,-9.27265742,35.149025,non functional
960,32952,-2e-08,0.0,non functional
961,42342,-2.96690911,33.34648408,non functional
963,39280,-5.05474742,38.70894762,non functional
964,43079,-9.10263864,32.76956657,non functional
965,46510,-2e-08,0.0,non functional
968,44578,-11.14334329,37.45548799,non functional
972,20347,-3.13520954,36.48244295,non functional
973,72772,-1.4610386999999998,31.18131668,non functional
974,52991,-3.54821462,31.97383145,non functional
975,68844,-7.91065587,35.81605603,non functional
980,33094,-9.59141452,33.85391373,non functional
982,25712,-1.8313025,34.75029153,non functional
983,30261,-3.31695707,36.62934435,non functional
987,45754,-1.72902152,33.99523827,non functional
994,14763,-4.62535954,35.77289370000001,non functional
996,17360,-4.24885988,30.07453756,non functional
997,62435,-8.96403472,33.33622517,non functional
1001,11570,-4.04968477,33.21009759,non functional
1008,8975,-3.97850936,32.52331056,non functional
1009,15697,-5.1052725,34.96104182,non functional
1016,12096,-8.09287542,36.69730854,non functional
1017,52980,-10.69916123,38.50634785,non functional
1018,41433,-4.4646094000000005,38.32504993,non functional
1019,21810,-3.28153625,32.37010024,non functional
1020,8064,-4.58415906,34.94854563,non functional
1024,29182,-8.42619281,33.44539334,non functional
1026,21792,-7.47733382,39.02531107,non functional
1028,26402,-3.24447423,32.51143483,non functional
1029,65213,-4.53717049,35.80843853,non functional
1031,72359,-8.29425652,31.55005804,non functional
1032,19234,-1.25182654,31.42618596,non functional
1033,1408,-4.88283669,29.68066628,non functional
1034,60705,-3.29725682,37.48637183,non functional
1035,19262,-3.29991501,37.52799121,non functional
1036,61177,-3.14687286,34.33758703,non functional
1044,54871,-6.89916957,39.15886765,non functional
1047,7334,-3.81223145,37.61028695,non functional
1049,74188,-4.66595552,34.87189632,non functional
1050,52643,-5.79626347,32.88212622,non functional
1051,30990,-1.12198399,34.04220222,non functional
1053,52547,-8.5825774,34.47418926,non functional
1055,48505,-2.53530178,30.57137878,non functional
1057,17278,-8.63293287,39.36122479,non functional
1059,21952,-3.25334355,37.49372025,non functional
1060,30140,-7.33249122,39.097249700000006,non functional
1069,6592,-10.96571112,38.87692779,non functional
1072,45312,-7.59155407,36.99785396,non functional
1074,3246,-2.0449828,32.93829975,non functional
1079,38563,-2e-08,0.0,non functional
1080,57980,-7.75049884,37.07631108,non functional
1081,58115,-7.56560582,31.37896797,non functional
1083,38261,-11.09121638,34.66685635,non functional
1084,46317,-1.77016599,31.60305482,non functional
1086,4674,-8.16840947,34.99770393,non functional
1087,7464,-4.90083117,38.57391731,non functional
1089,58753,-7.49913319,31.02268638,non functional
1091,20205,-8.54965789,39.03320791,non functional
1093,3215,-7.14183092,38.83424318,non functional
1096,9793,-6.13091602,37.6245637,non functional
1097,43016,-6.27912483,36.32783871,non functional
1102,24198,-2.47866158,33.15662457,non functional
1106,18730,-9.532079800000002,33.84789181,non functional
1107,51370,-4.97676426,30.29940406,non functional
1120,70026,-2.7942537,31.46780452,non functional
1123,47471,-11.17485029,37.25971343,non functional
1125,48621,-9.87884452,35.08551612,non functional
1126,68054,-4.85736774,32.95059257,non functional
1129,27378,-10.20476973,38.59002927,non functional
1138,59522,-4.31547568,30.062406699999997,non functional
1139,57162,-10.3292929,38.99433225,non functional
1144,8686,-8.14930451,36.68398453,non functional
1146,20207,-4.76245942,29.67665482,non functional
1148,11991,-4.54344497,34.872966299999995,non functional
1149,2484,-5.80217979,38.66598524,non functional
1150,58277,-5.71401369,36.9176034,non functional
1151,51371,-1.43992385,30.86352311,non functional
1158,59430,-1.21642255,31.81621197,non functional
1161,31713,-6.80318799,37.84626234,non functional
1171,19061,-3.84543677,33.31256142,non functional
1174,62237,-3.32617876,37.60128712,non functional
1175,29950,-6.31156494,38.38453306,non functional
1176,64684,-4.88043725,34.71817687,non functional
1178,3640,-3.47678927,36.80385679,non functional
1179,69862,-5.10828981,38.85811956,non functional
1180,14082,-1.53070474,33.87047576,non functional
1181,71302,-3.26983665,32.41204522,non functional
1182,11549,-9.94300157,37.90918211,non functional
1183,5116,-2.64259728,32.96089039,non functional
1185,20685,-4.52241132,29.79964503,non functional
1186,44654,-3.57351204,33.79651467,non functional
1188,19542,-2.90068809,32.74275693,non functional
1189,20122,-10.57238528,39.13008717,non functional
1193,66753,-3.14906599,37.64918748,non functional
1194,64690,-2.14924502,34.67950766,non functional
1195,48178,-1.35061562,34.48343707,non functional
1198,44506,-6.44317203,38.89884883,non functional
1204,20382,-7.62924328,39.0595482,non functional
1205,26220,-7.94427391,31.62829033,non functional
1206,89,-6.6907959,36.08978232,non functional
1207,16438,-3.28636134,37.62234392,non functional
1208,11416,-2e-08,0.0,non functional
1209,7221,-10.46362501,36.12786183,non functional
1213,9770,-10.98750402,34.83569936,non functional
1214,45510,-8.27910345,31.44531171,non functional
1215,14924,-10.61796369,39.32318452,non functional
1218,46549,-4.91800442,32.9754289,non functional
1219,45439,-8.69018463,32.62838842,non functional
1221,30775,-1.83430952,33.51619836,non functional
1222,40847,-10.74378499,34.84975272,non functional
1226,782,-8.48339295,32.08379067,non functional
1228,18829,-9.61976273,33.90563008,non functional
1229,67735,-6.91713764,37.42462233,non functional
1231,44269,-3.30123692,37.53681449,non functional
1233,5759,-3.25889187,36.61761258,non functional
1235,66423,-10.38981592,39.15087861,non functional
1236,38140,-5.94872827,36.44971165,non functional
1237,60313,-11.16401287,38.52700679,non functional
1238,10242,-3.31750771,36.69744644,non functional
1239,46865,-5.74697134,30.56138561,non functional
1240,5589,-2e-08,0.0,non functional
1245,34176,-2.07007443,32.99446518,non functional
1246,18875,-3.29077828,37.60274724,non functional
1252,50957,-2e-08,0.0,non functional
1253,23014,-2.56191429,33.0667994,non functional
1263,29378,-6.08734105,35.59909399,non functional
1264,27291,-3.31813257,32.4840343,non functional
1266,4841,-4.45874493,37.20002341,non functional
1268,37723,-9.48559469,33.92240722,non functional
1272,48019,-10.87721968,39.76165770000001,non functional
1273,48536,-6.14039791,36.98204213,non functional
1274,37967,-10.54570006,39.42490957,non functional
1275,3236,-3.12773652,37.57944973,non functional
1277,10355,-5.70678782,34.49721727,non functional
1280,63429,-1.75586539,34.65183627,non functional
1286,57556,-3.32453907,36.638973,non functional
1287,57950,-3.65870423,36.86441863,non functional
1292,41336,-3.10992847,33.64427624,non functional
1293,20182,-6.24689582,30.97059976,non functional
1294,52629,-2.09258685,33.27619067,non functional
1295,7897,-10.76075964,39.86158641,non functional
1299,36547,-5.22788756,38.41549591,non functional
1300,53864,-5.83236764,34.96392825,non functional
1301,7229,-4.85798456,29.638814899999996,non functional
1302,13315,-4.69576864,34.96135831,non functional
1303,10465,-2e-08,0.0,non functional
1304,32508,-8.07189411,36.77181665,non functional
1310,19273,-10.5360558,40.27913624,non functional
1318,50443,-3.15153256,37.59124741,non functional
1320,1347,-2.85043383,30.53731541,non functional
1321,55447,-2.68187781,32.99146079,non functional
1323,19344,-7.91176132,33.32259859,non functional
1325,22881,-8.46935595,38.54289181,non functional
1327,43140,-4.49677182,37.9085979,non functional
1329,34482,-5.86149791,38.57420243,non functional
1333,40563,-2e-08,0.0,non functional
1335,2834,-9.26965795,33.56067324,non functional
1336,30624,-6.90658081,37.81529632,non functional
1337,55188,-9.66657936,37.96018767,non functional
1339,61508,-6.78145649,37.13538670000001,non functional
1344,17659,-5.78405325,38.29105103,non functional
1345,54610,-3.25512414,36.63195892,non functional
1347,60348,-6.98165643,38.27266601,non functional
1350,71813,-8.59109049,31.70184892,non functional
1351,44200,-6.08478229,35.90916425,non functional
1354,63061,-6.26317208,36.64789962,non functional
1361,46823,-3.61622935,33.35718936,non functional
1363,72255,-1.74389763,34.55879054,non functional
1368,44469,-8.92931531,36.26795541,non functional
1372,26072,-1.90692939,34.05132095,non functional
1374,73528,-9.09479516,34.63965484,non functional
1379,54862,-9.12824982,34.84287563,non functional
1380,48436,-4.98148963,34.84794612,non functional
1384,26897,-10.8620958,39.4491966,non functional
1394,27909,-6.28755861,36.33159542,non functional
1399,74098,-10.81823192,39.19162062,non functional
1407,46499,-9.80088998,37.91350935,non functional
1408,14652,-3.60975742,37.46260918,non functional
1413,25096,-9.4854776,33.2888877,non functional
1417,51193,-6.25282121,36.64750504,non functional
1418,63936,-8.5425317,39.14863121,non functional
1419,41724,-4.44908382,34.87148587,non functional
1424,32528,-2e-08,0.0,non functional
1427,7856,-2.01590783,33.03765385,non functional
1428,59436,-1.6344889999999999,30.94226074,non functional
1430,72595,-11.34740968,38.42684446,non functional
1432,49240,-2.15181275,33.41179516,non functional
1435,7302,-11.22775912,37.29176686,non functional
1438,35761,-7.31188131,31.27693184,non functional
1440,5163,-6.99545576,39.12651326,non functional
1442,53230,-6.52781362,38.86325929,non functional
1443,36453,-5.89453583,33.00859108,non functional
1445,50581,-8.91488999,32.68580228,non functional
1446,55387,-3.51656793,33.804408,non functional
1447,404,-10.66562905,38.65511528,non functional
1451,22677,-8.93715028,33.15621801,non functional
1453,70361,-6.75092197,39.04833589,non functional
1457,58473,-4.73959531,35.4733962,non functional
1458,69847,-2.66484683,31.51604465,non functional
1459,21267,-1.40150264,31.75250265,non functional
1460,27607,-7.23727431,37.77467285,non functional
1461,59507,-11.11791559,37.38531279,non functional
1462,19091,-3.47541856,32.0844606,non functional
1466,52478,-3.17139227,37.65935713,non functional
1469,35230,-3.80950198,32.73983514,non functional
1472,51609,-3.22929693,36.44350508,non functional
1474,71889,-10.74264895,39.77293635,non functional
1475,1927,-10.56281007,35.83810154,non functional
1476,36380,-3.64670935,37.62516648,non functional
1477,69356,-4.57205631,34.72694706,non functional
1480,43725,-5.34521181,35.78212345,non functional
1484,39444,-7.44523239,37.57850478,non functional
1486,61141,-6.56201341,38.89413560000001,non functional
1490,21685,-6.78127247,37.14502642,non functional
1491,8575,-10.18659403,38.62509269,non functional
1492,43501,-2.69361239,33.50633488,non functional
1493,73746,-3.35822414,37.63540965,non functional
1494,31106,-9.27215583,35.14902481,non functional
1495,41574,-3.51246285,37.5627179,non functional
1502,69773,-2e-08,0.0,non functional
1504,30131,-7.14454423,38.83718501,non functional
1505,66113,-8.08583783,31.67696498,non functional
1507,6854,-2.05577817,35.61963772,non functional
1509,54,-1.8288033,34.60465222,non functional
1510,40354,-3.03282581,37.60060633,non functional
1516,62749,-6.07850428,35.90895048,non functional
1518,50713,-4.07707927,35.35761996,non functional
1520,43831,-2.12362144,33.15583911,non functional
1521,2289,-8.88799963,33.31025562,non functional
1524,58337,-4.75782889,34.83550274,non functional
1525,34162,-2e-08,0.0,non functional
1527,13831,-3.35501085,36.68685532,non functional
1533,15048,-3.25258208,37.30151368,non functional
1534,162,-8.63830023,31.94255806,non functional
1535,1073,-5.17305291,35.86778812,non functional
1539,33153,-11.06784472,34.64623408,non functional
1540,549,-1.78254919,33.90353632,non functional
1543,29192,-9.08712999,36.01107899,non functional
1544,63271,-8.57262852,33.03988587,non functional
1545,54980,-3.6110252999999997,32.07237848,non functional
1548,11198,-10.91123407,38.69468973,non functional
1549,56074,-2e-08,0.0,non functional
1550,46656,-3.21706505,35.27026171,non functional
1552,56939,-8.10216088,36.68409099,non functional
1555,33084,-3.30978433,37.37568179,non functional
1556,59428,-7.43493043,38.68470604,non functional
1557,73962,-10.54960592,34.91690142,non functional
1560,50388,-10.75670462,34.86471972,non functional
1561,42684,-2e-08,0.0,non functional
1563,36602,-3.24638805,36.6483883,non functional
1564,70730,-2.55266531,33.53758359,non functional
1566,21602,-4.07758165,37.13281775,non functional
1567,61370,-8.57980641,39.12310291,non functional
1570,49973,-7.7704907999999975,39.17881772,non functional
1571,36481,-2e-08,0.0,non functional
1585,9718,-6.636669,38.3651164,non functional
1586,28807,-3.26979923,37.25099657,non functional
1591,30073,-5.7538164000000025,30.61696731,non functional
