,id,status_group,longitude,latitude
2775,32261,functional needs repair,37.43464108,-3.297337
2783,64644,functional needs repair,34.91068752,-10.54738779
2811,41352,functional needs repair,37.65775476,-10.87344445
2833,27115,functional needs repair,38.03655885,-4.3136282999999995
2844,19286,functional needs repair,37.11468929,-3.19398971
2868,49925,functional needs repair,29.69650555,-4.8581975
2883,19876,functional needs repair,33.53657774,-2.89657521
2895,71558,functional needs repair,34.77639339,-8.84051457
2900,58165,functional needs repair,36.01808504,-9.02440855
2912,43822,functional needs repair,35.62678152,-3.52242096
2913,63643,functional needs repair,34.32210636,-9.51344524
2937,36384,functional needs repair,38.94852996,-10.86757986
2968,23627,functional needs repair,33.89297153,-9.45486057
2978,2978,functional needs repair,32.23154306,-3.5132504
3016,3724,functional needs repair,40.18586909,-10.27588053
3077,24256,functional needs repair,33.04492136,-3.88182111
3084,37598,functional needs repair,37.60722663,-3.23604788
3097,68301,functional needs repair,0.0,-2e-08
3130,39493,functional needs repair,36.712047999999996,-8.6655049
3172,8017,functional needs repair,34.04342864,-3.41647288
3185,55888,functional needs repair,35.61243854,-6.08725922
3224,1211,functional needs repair,33.48339042,-2.9248947
3240,45051,functional needs repair,34.79057076,-11.247083199999999
3245,63253,functional needs repair,31.46005909,-2.99429787
3258,40190,functional needs repair,39.16167274,-6.74273198
3272,14418,functional needs repair,33.28263555,-9.48725513
3337,57843,functional needs repair,35.73401499,-3.36734949
3367,61699,functional needs repair,38.12036821,-5.42464588
3371,62419,functional needs repair,0.0,-2e-08
3405,68186,functional needs repair,31.94181566,-3.27938924
3407,20191,functional needs repair,38.99730778,-6.47990565
3411,37692,functional needs repair,36.38509905,-5.47331813
3452,3719,functional needs repair,33.36524399,-2.55026242
3456,52440,functional needs repair,39.28505981,-10.91671582
3484,67468,functional needs repair,30.35614267,-5.63335304
3515,59381,functional needs repair,34.24237687,-2.94225842
3580,40945,functional needs repair,35.47418025,-7.46365069
3648,9734,functional needs repair,31.10444717,-7.54883804
3672,21714,functional needs repair,33.23417504,-3.91553421
3676,36382,functional needs repair,33.78674336,-9.52693423
3699,63384,functional needs repair,33.23850747,-9.25910171
3717,6533,functional needs repair,34.35277325,-1.96163647
3745,34916,functional needs repair,34.74993864,-1.78298642
3797,71751,functional needs repair,36.61174976,-2.49260495
3832,31114,functional needs repair,36.97034941,-3.37181176
3863,67792,functional needs repair,38.80954411,-8.57523049
3867,63063,functional needs repair,36.44972739,-5.71441464
3919,73360,functional needs repair,34.8737553,-9.58933467
3938,52397,functional needs repair,38.04700439,-6.84065061
3954,8320,functional needs repair,36.45707315,-5.25605807
4007,39451,functional needs repair,36.95552326,-7.70198724
4012,22440,functional needs repair,39.19807295,-7.58622305
4065,51308,functional needs repair,32.42295006,-4.07036804
4092,36777,functional needs repair,29.69470529,-4.92765735
4093,23967,functional needs repair,32.34132479,-3.42344078
4135,10455,functional needs repair,36.85278605,-3.45210272
4142,49869,functional needs repair,35.49309964,-6.01869914
4147,1942,functional needs repair,38.19251833,-4.4599617
4163,41080,functional needs repair,0.0,-2e-08
4169,11825,functional needs repair,0.0,-2e-08
4197,22123,functional needs repair,36.89402327,-7.05210609
4227,12772,functional needs repair,30.33705645,-3.8813771
4241,61037,functional needs repair,31.65714361,-1.85407299
4249,65477,functional needs repair,36.90571884,-7.85934107
4274,67415,functional needs repair,37.02560923,-7.64088227
4338,66855,functional needs repair,38.91686098,-10.47209091
4378,46129,functional needs repair,35.3034614,-6.30946933
4415,72114,functional needs repair,31.67535067,-2.98824355
4420,20951,functional needs repair,38.78947894,-5.14952108
4510,2534,functional needs repair,36.65232643,-8.12634371
4541,7409,functional needs repair,32.65664726,-3.67049095
4570,48598,functional needs repair,38.10574178,-5.49053621
4577,29407,functional needs repair,39.0869718,-10.82326424
4593,72551,functional needs repair,34.88530043,-4.97280047
4628,54408,functional needs repair,37.37840077,-3.31628971
4659,45124,functional needs repair,31.50339354,-8.45624773
4680,38015,functional needs repair,33.95968527,-3.15051657
4720,59605,functional needs repair,35.40276601,-3.51330074
4730,61502,functional needs repair,33.64890444,-8.99809877
4761,60441,functional needs repair,34.28911557,-8.69829151
4776,62432,functional needs repair,37.36693023,-3.27878705
4781,19936,functional needs repair,35.61804694,-3.58063067
4804,37456,functional needs repair,39.31160974,-10.66941195
4845,35945,functional needs repair,35.511879,-2.96353408
4847,31897,functional needs repair,36.66795862,-8.12715854
4872,68549,functional needs repair,32.10705945,-3.63143491
4876,69347,functional needs repair,40.18722699,-10.42891161
4878,67918,functional needs repair,35.49095722,-1.89662756
4997,34210,functional needs repair,33.55965847,-2.52511592
5023,71416,functional needs repair,33.88217383,-4.28280838
5025,52905,functional needs repair,30.20245745,-4.49865406
5038,33750,functional needs repair,32.86548316,-9.3217773
5059,33029,functional needs repair,38.34270393,-6.63691222
5062,56063,functional needs repair,31.62703581,-1.1141988999999999
5078,56778,functional needs repair,33.67357064,-3.67836589
5108,43528,functional needs repair,35.91543236,-4.65676843
5121,32110,functional needs repair,0.0,-2e-08
5128,15658,functional needs repair,35.80756428,-8.81001284
5139,4825,functional needs repair,35.60001843,-10.66927779
5148,70997,functional needs repair,33.42332275,-3.20672405
5263,46095,functional needs repair,38.83756274,-6.54893066
5285,19300,functional needs repair,34.60039622,-8.95151647
5292,1111,functional needs repair,38.78216325,-6.64036672
5307,15187,functional needs repair,32.71365943,-8.904305699999998
5347,56362,functional needs repair,0.0,-2e-08
5462,32134,functional needs repair,38.23531641,-4.4804490999999995
5499,51436,functional needs repair,36.6820649,-8.715303599999999
5506,53940,functional needs repair,36.41059678,-8.65039271
5536,62491,functional needs repair,33.75426021,-3.04038732
5589,71769,functional needs repair,37.06814205,-5.96779294
5610,34268,functional needs repair,34.55872781,-4.08222195
5651,43017,functional needs repair,35.25606841,-5.56669844
5692,26920,functional needs repair,33.08755588,-2.06564487
5694,10892,functional needs repair,34.02713185,-2.96450202
5709,43121,functional needs repair,35.72458773,-10.58612227
5719,13134,functional needs repair,0.0,-2e-08
5726,49124,functional needs repair,35.12808461,-4.04891543
5729,52188,functional needs repair,36.18324909,-2.61696719
5740,69070,functional needs repair,34.75298436,-8.84252435
5747,14021,functional needs repair,34.523533,-4.88064906
5756,53490,functional needs repair,31.75062359,-1.45831045
5761,54403,functional needs repair,34.08085481,-9.06954406
5765,11937,functional needs repair,34.40565729,-1.3051286
5783,29170,functional needs repair,38.84068202,-10.20538396
5814,29267,functional needs repair,30.65297882,-3.69971008
5825,62858,functional needs repair,32.98332317,-4.90944984
5849,612,functional needs repair,37.07556587,-6.82078322
5888,73602,functional needs repair,34.28274069,-9.27165196
5958,59216,functional needs repair,37.61022203,-3.78222143
5961,5232,functional needs repair,33.68487617,-8.92184458
5974,28857,functional needs repair,31.62038234,-2.73584196
5977,57306,functional needs repair,38.05163475,-4.26604944
5980,35289,functional needs repair,36.98251684,-3.57807385
5989,68031,functional needs repair,30.91159487,-1.72210495
6023,3217,functional needs repair,35.48553117,-6.63866342
6029,568,functional needs repair,39.46610175,-10.23880377
6130,36832,functional needs repair,30.853051699999998,-1.47121391
6153,37380,functional needs repair,39.21105559,-7.01209084
6175,9528,functional needs repair,38.2475782,-7.77285332
6182,39978,functional needs repair,31.14954575,-7.69574536
6201,37457,functional needs repair,30.08453350000001,-4.33031588
6231,65638,functional needs repair,34.82045668,-11.1241966
6252,28636,functional needs repair,33.95503918,-2.0159149
6257,63250,functional needs repair,33.5040702,-3.11511628
6292,14896,functional needs repair,33.57492992,-9.24463251
6309,62198,functional needs repair,38.53726213,-5.00789486
6367,71662,functional needs repair,39.28508147,-7.02227034
6370,7738,functional needs repair,34.67094862,-9.32861035
6383,39227,functional needs repair,33.55724363,-9.20461976
6406,11671,functional needs repair,30.73023341,-2.92842778
6420,45028,functional needs repair,36.80627423,-3.47285921
6463,37402,functional needs repair,38.40599234,-6.12087482
6465,2191,functional needs repair,30.0172771,-4.93930747
6471,28705,functional needs repair,30.90804083,-1.38595367
6481,51411,functional needs repair,37.6569287,-3.71120793
6495,2036,functional needs repair,38.07936392,-4.47911751
6552,1612,functional needs repair,36.40256414,-8.6856647
6602,55340,functional needs repair,35.67517299,-8.095751400000001
6603,34058,functional needs repair,37.61055693,-3.1372904999999998
6654,52940,functional needs repair,30.68836417,-1.27251726
6714,24712,functional needs repair,31.92664068,-3.35558661
6745,62833,functional needs repair,34.92064279,-4.20647703
6813,23650,functional needs repair,36.71153123,-6.18150844
6839,7242,functional needs repair,29.81594677,-4.44704617
6845,67825,functional needs repair,33.46586544,-4.57966729
6861,21686,functional needs repair,31.74779939,-1.01213091
6945,61028,functional needs repair,33.54075008,-3.61777509
6960,46147,functional needs repair,34.61510422,-9.23275017
6976,34985,functional needs repair,35.80063654,-3.25777732
6985,70057,functional needs repair,34.58201487,-8.72621244
7013,44942,functional needs repair,31.65470514,-1.19849079
7046,60905,functional needs repair,33.45290606,-8.56656996
7048,69232,functional needs repair,36.251357299999995,-8.82089924
7062,2181,functional needs repair,32.9543889,-2.40345685
7086,49101,functional needs repair,39.09425505,-7.36954778
7093,39376,functional needs repair,32.87378802,-2.6260972999999996
7120,54847,functional needs repair,31.37590982,-7.79474916
7135,53104,functional needs repair,38.44036368,-11.05566076
7197,40859,functional needs repair,34.34404024,-9.2789291
7306,56510,functional needs repair,36.71468328,-3.32278674
7321,20174,functional needs repair,33.65748775,-9.31868994
7349,3641,functional needs repair,32.70122868,-2.50925215
7367,40853,functional needs repair,0.0,-2e-08
7385,32803,functional needs repair,37.3421823,-6.37979874
7481,72894,functional needs repair,31.55769453,-1.85202051
7513,10319,functional needs repair,32.81318732,-3.92589608
7520,63082,functional needs repair,33.24627116,-2.09762949
7534,29200,functional needs repair,36.96039586,-7.68848078
7556,33775,functional needs repair,34.67259159,-1.4363603999999999
7557,59126,functional needs repair,37.96702664,-4.45330845
7568,28063,functional needs repair,39.73775207,-10.54815042
7580,38138,functional needs repair,30.54301152,-5.61788529
7623,33128,functional needs repair,37.616973200000004,-3.06345229
7654,65189,functional needs repair,32.35164152,-4.16725984
7755,38438,functional needs repair,35.82467482,-4.45582512
7774,35331,functional needs repair,35.31772142,-10.52199182
7855,48864,functional needs repair,31.69751152,-8.59693925
7958,48369,functional needs repair,34.58292378,-4.76333052
8004,24535,functional needs repair,33.8314899,-5.05537227
8090,13389,functional needs repair,34.37448951,-1.57074091
8111,27797,functional needs repair,36.70947394,-3.60755355
8153,58387,functional needs repair,33.23662762,-3.66671917
8157,38183,functional needs repair,36.73899517,-3.42054567
8159,16185,functional needs repair,30.84054375,-2.52141685
8165,32757,functional needs repair,34.98205309,-10.98560657
8241,36898,functional needs repair,37.60982504,-3.78126779
8266,5560,functional needs repair,32.90049686,-1.94466126
8276,71754,functional needs repair,38.99267724,-10.50832032
8291,48622,functional needs repair,31.45709406,-2.83693973
8307,16883,functional needs repair,37.06797313,-3.06451496
8362,23600,functional needs repair,0.0,-2e-08
8373,11435,functional needs repair,39.20073436,-6.89712406
8387,41894,functional needs repair,36.96441645,-7.6814004
8413,27306,functional needs repair,31.62145343,-1.58869639
8417,21982,functional needs repair,33.0831053,-2.04247084
8425,69496,functional needs repair,34.3350878,-1.7040031000000002
8469,14626,functional needs repair,37.50437013,-3.28576595
8516,51522,functional needs repair,31.197825800000004,-3.06126988
8519,4870,functional needs repair,37.38307015,-3.29706015
8557,3309,functional needs repair,35.8820391,-8.60771519
8600,4741,functional needs repair,34.01835556,-9.48143023
8602,45623,functional needs repair,32.67068785,-4.23205512
8618,15240,functional needs repair,37.96268467,-4.43516274
8621,2314,functional needs repair,32.9941516,-3.79787501
8632,44365,functional needs repair,38.77934752,-8.00391306
8634,27877,functional needs repair,37.39486691,-3.69994078
8691,8682,functional needs repair,36.91631854,-3.361273
8695,58222,functional needs repair,38.83440815,-6.5409520999999975
8744,47513,functional needs repair,31.83914363,-8.16846385
8763,53131,functional needs repair,34.99688629,-10.9507575
8764,43862,functional needs repair,36.44558633,-6.80063901
8777,26672,functional needs repair,0.0,-2e-08
8808,37159,functional needs repair,38.4419344,-10.93169319
8860,52597,functional needs repair,35.87028848,-4.41702858
8902,65569,functional needs repair,29.738163099999998,-4.87830703
8903,14971,functional needs repair,30.60676663,-3.59943495
8915,71281,functional needs repair,36.35427129,-8.79102125
8933,30334,functional needs repair,36.32033181,-6.1018174000000025
9001,31612,functional needs repair,38.75890761,-5.23604281
9041,46171,functional needs repair,38.77998708,-8.00385814
9043,33206,functional needs repair,37.36771696,-3.25675659
9071,28130,functional needs repair,33.09723225,-2.53592642
9073,30875,functional needs repair,33.31765727,-8.98028741
9141,20557,functional needs repair,38.8149379,-7.19912616
9152,21798,functional needs repair,30.13891635,-4.54717602
9238,4970,functional needs repair,36.67728888,-3.34532453
9260,14785,functional needs repair,37.64192387,-3.22035162
9286,28539,functional needs repair,34.77187586,-1.81080888
9362,29762,functional needs repair,37.16325869,-3.23060096
9438,10236,functional needs repair,34.63888755,-9.06364441
9467,33190,functional needs repair,30.82950374,-2.95683319
9473,63879,functional needs repair,34.59869652,-8.73774902
9482,73177,functional needs repair,36.29537823,-8.90346917
9496,53406,functional needs repair,36.34297087,-8.27266607
9530,4618,functional needs repair,34.09364222,-3.03377148
9568,56600,functional needs repair,39.21533492,-7.28560931
9636,65332,functional needs repair,31.75406042,-1.30079733
9638,39288,functional needs repair,0.0,-2e-08
9690,55500,functional needs repair,0.0,-2e-08
9693,63118,functional needs repair,33.16174048,-3.75301814
9722,47593,functional needs repair,35.75350166,-10.52543836
9740,50621,functional needs repair,36.29533248,-6.70547576
9806,39913,functional needs repair,35.49385552,-4.40656151
9820,71979,functional needs repair,30.10477766,-4.51374919
9823,39136,functional needs repair,31.58978919,-2.79386517
9834,23657,functional needs repair,33.82824132,-9.12376658
9843,33628,functional needs repair,30.99996007,-1.72169219
9848,57113,functional needs repair,30.15498592,-4.47795837
9872,68900,functional needs repair,34.35705118,-1.73439711
9892,29495,functional needs repair,35.66887317,-3.33747258
9942,41647,functional needs repair,31.53817161,-1.5399079
9943,53720,functional needs repair,30.69337953,-2.52485143
9988,11764,functional needs repair,36.84149419,-6.10797051
9994,59624,functional needs repair,39.13344944,-5.00069333
9995,68185,functional needs repair,37.91847389,-5.45582521
10009,19269,functional needs repair,34.17822941,-1.38907748
10069,70067,functional needs repair,30.58559411,-3.60931503
10128,65908,functional needs repair,32.36076161,-8.64548255
10172,51108,functional needs repair,39.05663056,-7.35191895
10204,71545,functional needs repair,34.4822372,-9.35243975
10236,58249,functional needs repair,0.0,-2e-08
10289,1121,functional needs repair,34.53881355,-9.321470699999999
10299,13220,functional needs repair,33.87560109,-9.25834364
10343,50308,functional needs repair,30.69797893,-1.27364229
10356,6151,functional needs repair,35.13626499,-9.25642269
10386,31604,functional needs repair,36.31319879,-2.7847992
10408,52187,functional needs repair,36.67807049,-8.14346035
10495,40533,functional needs repair,35.75488261,-4.41153252
10512,42772,functional needs repair,35.59994611,-10.78213914
10532,40269,functional needs repair,34.07849858,-9.36342096
10550,16768,functional needs repair,37.17976872,-3.26898878
10582,18359,functional needs repair,37.60188769,-3.17379316
10583,20730,functional needs repair,37.62573347,-3.30937013
10585,14368,functional needs repair,33.55173296,-2.51746484
10610,61216,functional needs repair,33.68476506,-9.43904297
10625,64913,functional needs repair,37.46271823,-3.37460263
10700,42483,functional needs repair,34.53551763,-9.32013346
10710,70923,functional needs repair,37.25959926,-3.2314681
10738,34602,functional needs repair,38.19913996,-11.18307354
10800,53809,functional needs repair,35.72997235,-10.56859523
10803,73572,functional needs repair,33.67365215,-3.49467909
10811,217,functional needs repair,33.10183915,-3.86377085
10858,9097,functional needs repair,38.84612979,-6.54570541
10878,30125,functional needs repair,37.23416321,-2.82624609
10894,9883,functional needs repair,37.52469872,-6.7777791
10897,54231,functional needs repair,37.62089834,-3.76374157
10924,27684,functional needs repair,36.16869245,-5.69859975
10933,5608,functional needs repair,38.96150919,-9.96223876
10948,67569,functional needs repair,36.47076892,-6.83977783
11009,63749,functional needs repair,36.54716932,-3.26421738
11031,6107,functional needs repair,32.55282634,-3.99907376
11045,21456,functional needs repair,38.2166722,-6.768148700000001
11058,14856,functional needs repair,39.40721626,-6.88678539
11071,68550,functional needs repair,33.15000901,-2.61964591
11072,67128,functional needs repair,36.52859966,-6.96054606
11086,27871,functional needs repair,39.68528052,-10.19218
11089,47005,functional needs repair,30.02574316,-4.82958947
11123,46543,functional needs repair,37.72629111,-4.05648232
11134,54475,functional needs repair,33.48741621,-2.54760903
11162,64853,functional needs repair,37.78889235,-7.38801591
11183,1131,functional needs repair,35.60121773,-7.80052054
11193,2255,functional needs repair,35.04756157,-9.42961808
11227,32344,functional needs repair,35.61281479999999,-5.6505574
11249,3424,functional needs repair,39.24417476,-6.99295128
11256,74234,functional needs repair,36.0754372,-6.22309085
11285,13604,functional needs repair,30.71513946,-2.61632807
11307,43039,functional needs repair,36.66238321,-3.5756677000000003
11324,6276,functional needs repair,37.54579795,-3.29626547
11369,23343,functional needs repair,38.86556762,-6.8295910000000015
11439,38655,functional needs repair,37.51243728,-6.29037814
11470,45773,functional needs repair,30.2147858,-4.5002644
11528,33989,functional needs repair,38.38774077,-6.33034985
11530,3404,functional needs repair,33.96197085,-9.42056319
11542,41918,functional needs repair,37.597877000000004,-3.22941709
11629,68694,functional needs repair,29.99093653,-4.99579308
11673,50427,functional needs repair,33.02468523,-2.01881252
11692,70377,functional needs repair,37.18346875,-3.21127755
11695,39478,functional needs repair,32.53405676,-4.14779109
11933,36098,functional needs repair,33.83607899,-9.58144946
11936,49920,functional needs repair,37.11057591,-3.21245974
11937,26055,functional needs repair,32.79346051,-4.85442963
11938,44564,functional needs repair,33.57008395,-9.25857705
11986,29020,functional needs repair,29.73145215,-4.74536671
12002,50783,functional needs repair,37.95744937,-4.43279568
12029,4935,functional needs repair,32.38782662,-4.79253367
12047,7573,functional needs repair,39.60624957,-10.88962236
12058,42148,functional needs repair,36.85988837,-3.18034749
12089,10301,functional needs repair,32.9746408,-2.03172479
12113,41508,functional needs repair,0.0,-2e-08
12115,39386,functional needs repair,35.36198595,-7.62677268
12125,29884,functional needs repair,33.92716448,-9.41590636
12190,11514,functional needs repair,29.72822738,-4.74028624
12207,21610,functional needs repair,33.73223604,-1.89963765
12238,35754,functional needs repair,35.15892602,-9.433372300000002
12259,71685,functional needs repair,33.93523482,-9.43645214
12310,29363,functional needs repair,37.90863349,-4.41129341
12317,1867,functional needs repair,40.32094769,-10.45926021
12337,56624,functional needs repair,36.03788871,-5.44399657
12380,56871,functional needs repair,33.92694733,-9.45691583
12440,73095,functional needs repair,37.58921689,-3.29573402
12448,42227,functional needs repair,34.69737661,-9.33454572
12491,13916,functional needs repair,32.88602543,-4.21553859
12492,23504,functional needs repair,37.26218118,-3.28801099
12535,73472,functional needs repair,39.14391102,-10.83174239
12556,32231,functional needs repair,36.0091694,-10.73023954
12560,21251,functional needs repair,37.16976052,-10.71538086
12584,36662,functional needs repair,39.99643658,-10.55561383
12627,45943,functional needs repair,31.73893807,-4.94817076
12637,60301,functional needs repair,39.09456841,-6.64998688
12654,33439,functional needs repair,39.08552093,-6.81842762
12656,71083,functional needs repair,33.93924786,-9.46805174
12661,64391,functional needs repair,32.97101295,-4.16849287
12688,49267,functional needs repair,33.51313457,-2.7951957000000003
12730,44321,functional needs repair,36.68522547,-8.25888327
12732,3798,functional needs repair,35.66365455,-10.72168103
12743,19784,functional needs repair,34.82514802,-4.50902628
12779,3810,functional needs repair,30.83227936,-2.96876843
12789,22773,functional needs repair,34.03330788,-9.24752014
12823,32082,functional needs repair,33.34756838,-2.86247984
12890,20545,functional needs repair,33.81782492,-9.12931214
12975,64182,functional needs repair,38.47992895,-4.9257386
13003,24354,functional needs repair,34.567505100000005,-4.31725279
13008,12820,functional needs repair,39.71315237,-10.34882001
13015,26297,functional needs repair,35.69954353,-5.51912641
13034,44608,functional needs repair,36.8639027,-11.317224000000001
13057,61164,functional needs repair,33.45430217,-3.24120397
13063,44634,functional needs repair,40.15424651,-10.51674329
13087,37489,functional needs repair,33.68280445,-9.4111588
13149,63774,functional needs repair,38.98827186,-7.95069634
13177,24423,functional needs repair,33.62188238,-4.25768209
13187,1000,functional needs repair,32.65144553,-5.55534532
13242,34296,functional needs repair,39.12741342,-4.84873475
13250,48053,functional needs repair,0.0,-2e-08
13251,35428,functional needs repair,34.1021835,-3.73105007
13296,65107,functional needs repair,33.34823091,-3.13103983
13345,16034,functional needs repair,36.68254111,-8.12004429
13387,33004,functional needs repair,36.27466881,-11.21719278
13442,22237,functional needs repair,34.83212069,-9.00173085
13450,16490,functional needs repair,34.6642452,-5.09618273
13458,1704,functional needs repair,36.72727083,-3.4287157999999995
13466,8008,functional needs repair,34.50224714,-1.65697587
13523,29090,functional needs repair,39.15647013,-6.91028659
13612,2789,functional needs repair,38.33973026,-6.60675736
13635,38136,functional needs repair,39.272290500000004,-7.77465256
13691,66561,functional needs repair,33.47169102,-3.61321283
13723,29006,functional needs repair,35.37844456,-4.06813298
13756,41958,functional needs repair,35.62528486,-7.63628852
13780,65307,functional needs repair,31.46998116,-1.41557439
13817,56463,functional needs repair,33.54638691,-8.64349176
13840,58161,functional needs repair,34.80690565,-5.63421113
13879,31598,functional needs repair,35.55025351,-10.80937719
13894,4677,functional needs repair,34.77642228,-8.95863852
13900,68263,functional needs repair,34.80045132,-5.12915587
13915,31780,functional needs repair,34.65457036,-9.63652518
13922,71261,functional needs repair,37.29591317,-6.42989084
13928,14528,functional needs repair,34.00314057,-3.00824778
13941,34611,functional needs repair,32.61926486,-4.00306204
13956,69002,functional needs repair,36.80280532,-3.32149787
13970,7077,functional needs repair,39.58653139,-10.14165073
13998,49587,functional needs repair,35.61439859,-10.5402484
14049,27297,functional needs repair,37.20993712,-3.17796734
14062,18245,functional needs repair,34.67114678,-5.09452448
14066,69030,functional needs repair,36.89589246,-7.85510518
14075,54597,functional needs repair,39.41773317,-10.87261114
14077,59845,functional needs repair,33.99106294,-3.26091181
14163,54874,functional needs repair,39.00511389,-5.01590898
14203,1680,functional needs repair,35.90632760000001,-3.4251074
14210,53159,functional needs repair,34.53263984,-9.77822264
14229,50260,functional needs repair,35.63084592,-6.84803539
14250,42965,functional needs repair,38.53270814,-4.98019081
14267,47013,functional needs repair,38.86916553,-6.46626141
14277,56284,functional needs repair,30.87907881,-3.1112826
14300,11301,functional needs repair,36.86041846,-7.95193595
14333,6669,functional needs repair,0.0,-2e-08
14368,67658,functional needs repair,36.48120108,-5.71689929
14384,9207,functional needs repair,36.70928118,-6.03125271
14437,42668,functional needs repair,37.06685519,-6.18552102
