,id,status_group,longitude,latitude
171,47784,functional,31.81285612,-1.30123857
173,54368,functional,33.37815286,-2.79280896
175,51130,functional,34.17113267,-3.83352987
178,66038,functional,38.97155755,-5.38462674
179,42182,functional,38.89095066,-6.51860869
180,17694,functional,39.98205894,-10.29469648
181,57759,functional,35.87501977,-8.228000699999999
182,47978,functional,35.38635891,-7.65095641
183,52359,functional,37.93798894,-4.57972323
184,69656,functional,35.59280104,-7.80582548
187,43284,functional,36.60724575,-3.30207819
190,40982,functional,38.27094157,-4.6615608
191,48396,functional,36.75927115,-3.38737971
192,13323,functional,33.64930569,-2.80046063
193,28467,functional,34.73747841,-8.92088215
194,2768,functional,35.09479154,-4.15189715
195,73593,functional,33.25424193,-8.089335499999999
196,65164,functional,36.33788056,-11.17829173
197,69976,functional,35.9770565,-10.55154627
198,52145,functional,38.98738247,-10.50802015
200,23542,functional,35.53901671,-7.91925731
204,28925,functional,31.64219084,-1.42713263
205,21243,functional,35.08228569,-10.7961727
206,10616,functional,38.64244068,-10.2773797
208,20566,functional,33.88622687,-1.66592514
209,63711,functional,36.84895072,-3.14633698
210,72840,functional,37.74768029,-9.5396571
212,3782,functional,34.815974700000005,-11.10710636
216,12636,functional,32.42445785,-3.53829537
217,36887,functional,38.00682598,-4.26044985
219,5634,functional,32.79870255,-4.20735891
222,2930,functional,35.38271411,-10.71445129
223,41800,functional,38.06751577,-4.65458656
224,68349,functional,30.20681538,-4.77966637
227,4678,functional,37.34831677,-3.35258803
228,9392,functional,36.42441051,-5.64326973
229,20735,functional,34.99698039,-8.94881081
230,49300,functional,34.02144841,-1.6122602
232,25572,functional,36.6391006,-3.26222341
233,61445,functional,34.09730676,-3.72779425
234,32190,functional,37.29373148,-5.70419117
236,14853,functional,33.16012589,-8.41198798
237,52207,functional,38.9342633,-7.71775824
238,48035,functional,34.74381046,-4.9013165
239,73122,functional,35.83735311,-3.2453781000000004
241,42721,functional,36.13590557,-8.93935015
242,15116,functional,39.52595584,-10.03463494
245,46382,functional,38.82652126,-5.10215138
246,64521,functional,31.52400815,-2.64014842
247,67362,functional,0.0,-2e-08
248,61861,functional,31.71033001,-8.02897733
249,72139,functional,36.63553562,-5.6749452000000025
250,3398,functional,0.0,-2e-08
251,62911,functional,33.59207501,-9.16411665
252,48152,functional,37.60762508,-3.81343889
253,48001,functional,35.86628741,-8.22694393
254,64118,functional,37.35961168,-2.87103123
255,65793,functional,34.51639956,-9.30555986
256,61557,functional,35.21904144,-8.54384912
262,48371,functional,34.48200672,-9.82291149
263,56540,functional,34.02038314,-8.85431536
264,18142,functional,31.94442994,-3.29462976
266,39300,functional,36.00598277,-5.10433961
267,40115,functional,38.43058389,-11.34631248
268,3793,functional,31.28052235,-7.36237327
269,59318,functional,31.59052416,-1.84141004
271,67527,functional,35.86452198,-6.44461707
273,26592,functional,36.27570732,-6.74464483
274,67682,functional,36.61432969,-3.22875935
279,49250,functional,35.8916617,-5.24612455
280,64126,functional,34.62690973,-8.85412873
282,35165,functional,36.35135832,-11.19109346
283,9543,functional,33.71522992,-8.91237603
284,64635,functional,36.69919316,-8.12610972
286,28329,functional,39.82253872,-7.80725034
291,73324,functional,36.1306906,-10.46491607
292,7043,functional,32.74815536,-5.61577244
295,35825,functional,36.74051982,-7.33636009
296,9854,functional,35.86705548,-5.17647305
299,61999,functional,39.45899789,-10.68986178
302,47323,functional,34.72724439,-8.86069126
303,48624,functional,36.01682529,-10.74639136
305,59698,functional,38.62055146,-10.95529328
307,59174,functional,32.5187714,-3.9989305
309,28358,functional,35.39139419,-3.50966817
310,57453,functional,35.73163673,-3.31126435
311,71952,functional,39.21461786,-8.28530325
312,1761,functional,33.52374687,-3.4385947
314,60021,functional,34.52119973,-9.79731413
316,17695,functional,33.87747295,-9.41129668
317,19872,functional,34.22230639,-2.99449627
318,22828,functional,38.23938126,-7.77586968
319,34896,functional,30.22615406,-4.19337016
320,35570,functional,33.51120801,-2.78278859
322,8831,functional,36.80476363,-3.45212444
324,19379,functional,37.03430682,-3.36673886
326,61654,functional,31.58352781,-1.88104149
332,70288,functional,36.14512687,-5.22021295
333,30085,functional,38.47383457,-4.857017400000001
334,65837,functional,32.92164844,-8.60823208
335,34752,functional,32.60812552,-3.86928325
336,2465,functional,36.73583456,-3.48008807
337,11466,functional,35.84031629999999,-8.82895766
338,22313,functional,32.99387218,-2.490689
339,30179,functional,35.9262288,-10.560363
340,23505,functional,30.59681141,-2.6744562000000003
342,11150,functional,33.202116700000005,-3.86319071
343,70368,functional,34.77257549,-4.73622837
344,26935,functional,38.91827923,-10.26383034
345,5919,functional,36.65804855,-6.70918927
351,19743,functional,33.20152001,-3.72025776
352,10760,functional,33.49881365,-2.94263614
353,48104,functional,36.99136393,-7.86094699
355,63137,functional,38.82275376,-4.84454985
359,61415,functional,32.91322003,-2.05342264
360,69131,functional,38.58087123,-10.62851574
361,73555,functional,0.0,-2e-08
362,46610,functional,37.58530386,-3.75021614
364,55743,functional,33.56034041,-9.09092201
365,19341,functional,38.84321908,-6.58312227
366,9588,functional,32.79421888,-9.12042103
367,3293,functional,33.86579295,-3.33848751
368,55490,functional,37.59088914,-3.18718104
371,62775,functional,36.73193672,-3.37781768
373,66128,functional,37.90618638,-9.94683886
374,12036,functional,38.35101087,-6.64400617
375,15739,functional,34.10495503,-3.4205866
377,15825,functional,30.78835329,-2.38068605
378,45590,functional,34.70462742,-8.32259921
379,18055,functional,37.795571,-7.04760938
380,34073,functional,33.44722642,-3.68392348
383,69327,functional,34.60032502,-4.77989368
386,37122,functional,37.084070000000004,-6.00506008
387,45156,functional,34.50436344,-9.89212831
388,22874,functional,38.575093700000004,-6.7975229000000015
389,58774,functional,34.82583361,-8.18880341
390,40092,functional,33.33973963,-2.97035714
393,49892,functional,30.63213158,-3.82739331
395,35481,functional,33.34808888,-9.19881262
396,4135,functional,35.35265658,-5.17881846
397,54191,functional,30.57090108,-2.62987473
399,72271,functional,31.7498392,-8.5344248
400,48863,functional,34.23099717,-4.21836909
404,10845,functional,35.14670638,-8.18306336
405,47,functional,31.98521626,-8.7966666
406,70492,functional,34.68086633,-9.2406243
407,11346,functional,38.51188187,-5.51807432
411,58329,functional,37.06873712,-6.85937357
412,6311,functional,33.35264444,-2.578048
413,22286,functional,36.87551656,-7.88181542
414,35013,functional,0.0,-2e-08
416,30904,functional,0.0,-2e-08
417,46606,functional,34.61387763,-1.73712329
418,18461,functional,35.34507312,-10.85916147
420,625,functional,34.64076139,-1.78844917
421,42122,functional,36.67894526,-8.30628575
422,18277,functional,34.25080081,-4.37250045
423,68501,functional,34.068400700000005,-3.30773241
424,8816,functional,0.0,-2e-08
426,18554,functional,35.83908979,-4.15465863
428,46935,functional,35.00856892,-10.95605062
429,57804,functional,40.11209762,-10.28226352
430,57711,functional,38.26376826,-4.668065299999999
432,8305,functional,34.64408454,-9.35761371
433,57410,functional,40.32131492,-10.456468800000001
435,25863,functional,0.0,-2e-08
436,35994,functional,31.23656847,-7.85595471
439,38277,functional,36.60009328,-6.97856157
441,52056,functional,39.10100761,-10.789217599999999
443,71762,functional,33.51148899,-4.63448062
444,71432,functional,35.92758462,-6.47854966
445,45592,functional,38.83066229,-6.53995349
447,62227,functional,31.85258165,-8.17876971
448,3730,functional,36.22362832,-11.28689995
449,2451,functional,33.55666651,-2.78210149
452,60911,functional,33.06134414,-2.52582168
453,46089,functional,37.16180905,-3.21266668
454,65579,functional,34.61932338,-1.7468754000000002
455,40407,functional,38.68868865,-9.16322231
456,66663,functional,37.01706351,-6.03899895
457,26597,functional,34.96590335,-10.21703167
458,50540,functional,36.01839632,-7.28765311
459,58133,functional,36.73921669,-3.32422104
460,1493,functional,32.80754298,-4.37193479
465,66553,functional,37.6026059,-3.31909706
468,33584,functional,35.97490664,-5.94254108
470,36112,functional,37.08661522,-5.737026599999999
472,40612,functional,31.42577274,-7.63461171
473,62793,functional,34.59641723,-9.07327479
474,58090,functional,39.09674464,-6.979910899999999
475,2532,functional,37.20754504,-5.57232672
476,38865,functional,33.7107406,-9.21057375
477,35462,functional,33.57208558,-3.0464021
479,40624,functional,33.84850587,-9.55216621
480,41745,functional,37.95349481,-4.41592459
481,42315,functional,38.90284169,-6.44951651
482,38952,functional,0.0,-2e-08
483,45540,functional,39.01443813,-8.23812877
485,27771,functional,31.04822137,-6.33833899
486,9336,functional,37.84826964,-9.61433822
487,12545,functional,34.82033488,-9.03510167
489,48326,functional,38.39710186,-4.9251607
490,31787,functional,33.09517998,-1.99763088
492,42091,functional,36.79706266,-6.1354472
496,3138,functional,33.88398143,-3.185606
497,72932,functional,35.89507318,-10.21073277
498,25707,functional,38.96299211,-10.47649288
500,25064,functional,36.41415828,-6.13430046
501,7624,functional,31.04406217,-5.13764923
503,13458,functional,36.57408461,-6.69767367
504,57377,functional,0.0,-2e-08
505,37294,functional,32.52128071,-2.37903929
509,56490,functional,33.20285456,-3.04240406
516,70943,functional,0.0,-2e-08
520,3574,functional,37.50583745,-4.1815796
521,56735,functional,35.6962332,-7.8731905
522,45481,functional,35.77371567,-8.84971999
523,51772,functional,36.93584706,-3.34334386
524,74095,functional,39.36643633,-10.30127313
525,54000,functional,33.54653887,-9.16371881
527,50175,functional,33.7405996,-3.39279422
528,35733,functional,32.191055199999994,-3.26877366
530,27311,functional,34.41568362,-1.5767523
531,73303,functional,30.66277795,-3.53000875
533,2691,functional,34.37269689,-1.78983668
534,12582,functional,29.74090426,-4.84290189
535,49536,functional,30.59635203,-2.57323506
539,35087,functional,30.85061761,-2.49113849
542,32895,functional,33.90955841,-9.47446919
544,23275,functional,0.0,-2e-08
545,20054,functional,38.37186337,-10.98727483
546,8378,functional,35.03079411,-8.4328557
548,49863,functional,38.97897468,-7.95409439
553,23528,functional,34.71460573,-10.51658052
556,47734,functional,38.92499681,-6.51054761
557,927,functional,36.52220314,-3.39342907
558,48521,functional,33.34842334,-9.48497765
559,16963,functional,34.2590751,-4.40881072
560,48233,functional,33.01103655,-4.16650486
561,58989,functional,32.37423499,-8.9440109
562,2399,functional,37.76238239,-7.53169693
563,23530,functional,35.30071888,-5.16027369
564,46271,functional,39.07599758,-7.04990083
565,71726,functional,34.78978431,-8.21691723
569,41264,functional,33.88952145,-1.67117321
572,68210,functional,35.13625089,-10.74799406
574,11321,functional,30.681144399999997,-3.62705074
575,56312,functional,37.46515889,-3.31118178
576,19533,functional,32.51747976,-9.15630011
577,7275,functional,35.07597310000001,-10.79804496
579,65873,functional,38.85964263,-6.78217548
580,9008,functional,34.21033591,-9.4445598
581,36817,functional,38.28766450000001,-4.667617
582,25767,functional,31.76912114,-0.99875229
583,38460,functional,37.76327041,-5.9107047999999995
585,13310,functional,36.56871387,-6.69386103
586,36514,functional,34.23950654,-9.39047516
589,70632,functional,34.58579127,-9.58808791
591,27950,functional,34.68679223,-4.38963261
592,40629,functional,35.73565522,-2.14366136
594,50640,functional,36.68636523,-8.09016914
595,67355,functional,35.79413513,-10.51861852
597,70868,functional,36.979849,-3.16893983
598,45823,functional,36.39325216,-10.59935863
599,19985,functional,34.71749811,-8.88118394
600,61834,functional,39.15129392,-7.29562054
605,28311,functional,34.38677038,-9.59297568
607,37603,functional,34.52327165,-4.74420385
608,56357,functional,31.0511087,-5.13285611
609,37845,functional,39.03231325,-7.36969931
610,57177,functional,39.15896432,-6.84120628
611,12821,functional,36.47661296,-6.75076655
612,8193,functional,39.43667996,-9.37662288
615,33708,functional,36.23377967,-8.21175263
616,68898,functional,40.20201195,-10.28176496
618,11151,functional,32.77964232,-4.71690258
619,22264,functional,38.51563204,-5.27378175
620,49694,functional,35.0525941,-5.79591041
626,5766,functional,37.56428815,-4.17832161
627,25979,functional,33.53197455,-2.16001766
628,73021,functional,38.39976208,-4.5384142999999995
631,61777,functional,36.65501874,-3.58554909
632,47591,functional,31.54316722,-7.90179793
633,8968,functional,37.02226813,-3.23380781
635,39630,functional,34.60692779,-9.32997986
637,958,functional,30.55758517,-2.50634494
638,55843,functional,36.37500852,-5.60986843
639,52074,functional,33.3502473,-4.17028356
640,23422,functional,35.34545423,-8.20758126
643,1625,functional,34.81197573,-9.54612205
644,37398,functional,36.35893948,-8.79374728
646,49595,functional,37.19764194,-6.02807978
647,22486,functional,36.18843838,-6.85468562
650,74223,functional,37.62751051,-6.74513379
651,35533,functional,33.0054662,-9.35193758
652,30595,functional,36.49607078,-5.220134799999999
654,32555,functional,34.38305051,-3.17144589
655,9520,functional,36.64018655,-3.3135485
656,53253,functional,34.84733057,-5.73225871
658,15036,functional,29.65430983,-4.76525779
660,41998,functional,34.69282603,-9.636439999999999
663,39848,functional,33.266660800000004,-9.48457814
664,39278,functional,34.64892281,-4.55067747
665,39844,functional,0.0,-2e-08
666,17332,functional,36.4669261,-6.15250066
670,41782,functional,35.86770106,-4.69023744
671,54572,functional,35.89648654,-10.07223955
672,68079,functional,30.04277849,-4.71467345
674,66705,functional,35.67519264,-6.20566729
675,5274,functional,33.77487391,-9.57280373
676,58230,functional,39.36829774,-10.3002398
684,51128,functional,39.09565953,-4.93146189
685,4388,functional,36.80477607,-3.45515133
687,72473,functional,34.08892838,-3.13356535
689,35399,functional,35.10647138,-9.88783165
690,33236,functional,38.40925265,-6.11706693
691,73183,functional,34.91048859,-8.95688379
692,52939,functional,30.65305896,-2.51073559
693,66929,functional,0.0,-2e-08
696,33013,functional,34.8348264,-11.32742121
701,3425,functional,31.21561931,-8.42437436
702,4335,functional,36.69653563,-3.47312257
703,7399,functional,37.72669186,-6.80959241
705,40845,functional,30.29495985,-4.98797598
708,36447,functional,37.84330281,-6.80044217
709,67485,functional,37.94673847,-4.40990938
710,11220,functional,37.05759570000001,-6.85666679
711,45857,functional,33.97652785,-3.18468984
712,21806,functional,38.78712741,-7.18288048
713,8771,functional,39.86666666,-10.35565085
715,8671,functional,37.39431354,-3.32129909
716,2252,functional,38.36798047,-10.93074902
717,58078,functional,31.36664591,-7.97071948
719,69204,functional,34.39916685,-1.92932121
721,46930,functional,36.84878939,-6.10847534
722,52104,functional,31.64157718,-1.15605838
723,31732,functional,32.78908428,-9.09831553
724,21584,functional,36.28311122,-3.02893058
725,17045,functional,35.17737964,-9.60352751
727,34699,functional,32.61675551,-3.87131369
730,4339,functional,35.61186267,-5.85680923
734,28339,functional,37.03663241,-7.78921248
735,52048,functional,36.00881249,-6.21093748
737,18353,functional,36.2915529,-6.46818812
739,59499,functional,38.6369019,-10.26678424
740,66042,functional,39.36364279,-10.71129944
741,43965,functional,37.20276085,-10.98906177
742,48361,functional,33.43201423,-3.7008437999999995
744,9510,functional,34.59518481,-10.47803279
745,28586,functional,38.84943124,-5.21737593
746,28521,functional,33.19771168,-3.85927319
747,18050,functional,37.31713869,-5.56739147
750,64380,functional,33.91263973,-9.49269353
751,66896,functional,33.60394966,-8.89437205
753,67207,functional,33.26884181,-4.15475476
755,54063,functional,32.71909483,-8.90939954
757,53773,functional,33.46148305,-9.5472569
759,44168,functional,33.83218519,-1.96895251
760,66540,functional,39.97438068,-10.40627645
761,54089,functional,32.8934245,-4.17619524
762,29244,functional,31.749949600000004,-8.65962304
763,27525,functional,35.77763333,-6.40687471
764,58991,functional,36.648542600000006,-8.12174639
766,67803,functional,30.92142852,-2.93755339
767,48006,functional,39.16975915,-6.67266384
770,16382,functional,31.73342157,-2.3761499
771,21208,functional,38.95075225,-6.5442158
772,8637,functional,37.58199037,-3.29465682
773,67008,functional,37.22678701,-6.21751594
776,43181,functional,38.950409,-10.87063728
777,26191,functional,33.07594555,-2.00683587
778,14766,functional,30.72301163,-2.68799904
779,49812,functional,35.563381299999996,-3.35952317
780,12705,functional,34.94092141,-9.86154589
781,25422,functional,34.01549044,-9.3536861
782,9399,functional,37.6153845,-3.13897091
784,49442,functional,37.67602083,-3.76366103
785,32,functional,33.88633448,-9.45726048
787,15492,functional,31.83492396,-3.32614577
788,63498,functional,34.82850904,-4.50219612
790,19483,functional,33.51328741,-3.43222128
792,33445,functional,33.04903698,-3.82842424
795,46718,functional,36.89388731,-7.85358981
797,45897,functional,39.35611278,-6.92144904
799,50034,functional,30.28969637,-4.48435857
800,11853,functional,33.66112289,-8.95779032
801,40426,functional,34.23438784,-9.36829152
803,58978,functional,37.07772067,-3.19349259
804,31363,functional,31.14352821,-3.1074437
805,32736,functional,37.71848029,-3.88554531
806,29058,functional,35.66542065,-8.10384422
807,23824,functional,37.56421029,-3.00071402
810,73243,functional,38.42172668,-4.631097799999999
813,65951,functional,37.24932678,-3.26478781
814,20661,functional,37.66795196,-7.41890083
815,55504,functional,35.96281578,-4.70559323
816,66975,functional,39.720369700000006,-10.73031167
817,72057,functional,34.06214113,-9.19724053
818,49331,functional,36.326498799999996,-3.35026155
819,52682,functional,31.43900601,-1.40900036
820,37859,functional,33.90044547,-9.31064531
824,13012,functional,37.34945848,-3.28473669
825,70896,functional,33.51371149,-2.96778401
826,13264,functional,38.38874474,-6.32471432
827,51824,functional,37.45911204,-10.96864828
834,38305,functional,33.60159544,-4.25763502
835,57179,functional,36.81738987,-3.48391648
836,70388,functional,34.99802713,-8.95296722
840,71663,functional,32.77794079,-4.41562623
842,49119,functional,37.77584224,-3.72643894
845,56422,functional,32.12597089,-6.79342646
847,4515,functional,36.66499462,-8.14533831
848,48594,functional,34.28401209,-1.84085556
851,61242,functional,33.14197198,-3.96362517
852,65001,functional,34.933347,-8.41067132
854,52456,functional,36.65826671,-3.15453836
857,21890,functional,32.9504669,-2.44923254
859,57756,functional,36.00089114,-6.33316182
860,45465,functional,33.09965754,-1.96100047
861,4989,functional,33.84816312,-9.27520538
867,26549,functional,0.0,-2e-08
868,66920,functional,35.53712971,-3.77855182
870,390,functional,39.34915765,-6.85611559
873,58900,functional,32.87880765,-3.34931989
874,2100,functional,36.36987848,-8.77432946
875,31521,functional,38.311570700000004,-9.94010109
878,42545,functional,35.3178367,-4.5176942
879,7614,functional,33.90842974,-9.31878212
881,35278,functional,30.55349176,-2.74487419
882,71773,functional,29.91581318,-5.06523259
883,52392,functional,31.67451777,-8.51147372
884,47229,functional,34.71977196,-4.90030976
887,42206,functional,33.93093126,-1.37449229
888,965,functional,38.85596398,-6.78649718
889,66646,functional,36.96562153,-6.06276907
891,21533,functional,0.0,-2e-08
894,15296,functional,31.81976809,-8.25242513
895,41472,functional,36.87370744,-7.89199808
896,73859,functional,34.14307925,-1.69422708
899,8321,functional,39.17356907,-6.948099099999999
900,68979,functional,34.58032147,-9.59456755
901,48850,functional,37.77928065,-7.0607852
903,3583,functional,32.64299212,-3.85818451
904,33326,functional,31.09525965,-7.63285118
905,8500,functional,33.80041557,-4.11761415
907,24896,functional,35.72675534,-3.70800689
910,66477,functional,31.58889348,-1.82212852
911,24107,functional,34.77043028,-4.44846501
912,7823,functional,34.96228913,-5.09980447
913,32016,functional,34.47591277,-8.99543055
914,35048,functional,32.72363001,-5.69233198
915,70580,functional,33.81174052,-2.0001826
916,47503,functional,34.70624004,-4.80880084
918,1195,functional,38.61831821,-10.7703091
919,52309,functional,39.07115227,-7.64415609
922,52757,functional,39.13058592,-6.57581989
924,24324,functional,36.61150392,-3.30292081
926,17127,functional,31.74681849,-1.05799763
927,28152,functional,34.40651609,-9.20484007
928,14259,functional,38.93162107,-6.51016824
929,47461,functional,34.58371839,-9.58742865
931,58913,functional,32.1591137,-5.0830722
932,70035,functional,39.50114366,-8.51317236
938,22896,functional,34.17543174,-8.83418892
939,5934,functional,38.82117354,-10.48889853
941,9299,functional,32.99065642,-4.67564078
942,68558,functional,37.63253675,-6.24082093
943,51165,functional,35.53061065,-4.22616685
946,53160,functional,37.28626779,-6.39989867
947,17393,functional,33.23224678,-4.03299951
951,11093,functional,32.67232168,-2.56531301
952,52744,functional,38.00386481,-4.3091374
953,23484,functional,34.5901106,-4.45633578
956,41539,functional,38.11659,-6.74431523
958,60165,functional,39.05575005,-5.05444221
960,7089,functional,37.42651091,-3.29337699
961,13516,functional,37.71674467,-3.78815935
963,22588,functional,35.86962883,-6.40888917
964,28580,functional,33.5270184,-2.9789529999999997
965,9075,functional,39.3188491,-8.77630915
966,25066,functional,34.65960507,-11.04150813
967,28284,functional,33.90257837,-9.45557202
968,67568,functional,33.11851428,-2.41641471
969,64823,functional,39.74288015,-7.97487722
971,2556,functional,33.24818481,-8.84004975
972,58746,functional,33.43399461,-4.42074921
974,72822,functional,37.71944464,-4.10084202
975,5178,functional,34.56237084,-4.0895410000000005
976,66294,functional,34.70362379,-9.8071243
977,14451,functional,31.21821098,-2.87641591
978,48600,functional,34.55335717,-4.54873104
979,27513,functional,30.05112634,-4.71540383
980,36889,functional,36.07247636,-10.94738199
983,35103,functional,33.03133053,-2.93342656
984,50804,functional,35.76358856,-10.47729818
985,29635,functional,34.20411113,-9.39074443
986,47604,functional,38.43257934,-6.64319781
987,49844,functional,31.04671535,-7.50657355
988,69068,functional,36.58748838,-6.24663434
990,71088,functional,37.91415499,-5.51157293
991,40470,functional,36.04279658,-10.700035
992,21920,functional,31.32226156,-2.63248402
993,51415,functional,37.92358323,-4.15260262
994,15480,functional,33.97517234,-9.43874486
995,21881,functional,35.44121378,-5.90460028
996,7780,functional,35.05102106,-4.76424132
999,54560,functional,35.79724985,-3.27902786
1000,15498,functional,38.29708184,-4.8225822
1001,20446,functional,35.82214622,-7.44455765
1004,30892,functional,34.65624147,-5.55392839
1005,37432,functional,32.91903284,-8.61020528
1006,42574,functional,30.37650093,-4.37044343
1007,61505,functional,33.78710295,-3.61786162
1008,44827,functional,38.92076355,-6.49655635
1009,5951,functional,37.44493734,-6.30339712
1011,22821,functional,33.54414943,-9.15411935
1012,46478,functional,33.6622566,-2.94692606
1014,49317,functional,0.0,-2e-08
1015,18472,functional,30.94291534,-1.61962921
1017,47419,functional,32.92673313,-4.18059819
1018,44921,functional,36.7187358,-3.4350662000000005
1019,55024,functional,39.08053067,-8.54902978
1020,28971,functional,34.87965954,-4.77738537
1022,32182,functional,39.12033011,-6.88949509
1023,40513,functional,0.0,-2e-08
1026,24407,functional,33.80452114,-9.53803983
1027,44874,functional,32.43219552,-4.35719146
1028,25119,functional,36.63382123,-6.01743922
1029,3882,functional,32.84437968,-9.01234686
1030,73443,functional,37.10010472,-3.20118923
1032,22035,functional,37.59058197,-3.22155047
1034,20802,functional,37.06323273,-3.10510316
1036,12044,functional,31.52493968,-1.63139815
1037,47262,functional,30.25093548,-4.63010647
1039,38688,functional,39.4415096,-10.37145299
1044,26136,functional,39.28451091,-8.38986586
1047,50343,functional,37.96701554,-4.51220395
1048,68537,functional,36.83259325,-8.01275975
1050,17764,functional,35.68946571,-2.2942758999999997
1051,67862,functional,0.0,-2e-08
1053,68514,functional,34.69464429,-9.10926068
1054,65335,functional,37.17849402,-5.3937132000000005
1055,27469,functional,33.33008327,-4.10430628
1057,72594,functional,37.52742633,-3.29749419
1060,46470,functional,36.09906035,-3.55135479
1062,39214,functional,38.82399736,-4.8368263
1063,3982,functional,36.65801378,-3.3660620999999997
1067,51280,functional,35.92608059,-5.88620581
1068,63438,functional,38.33426657,-5.50362887
1069,52302,functional,35.62252218,-6.28249547
1070,44486,functional,37.07908077,-6.79516761
1071,4641,functional,33.16240712,-4.45555491
1075,66983,functional,30.69785148,-2.75695078
1076,55870,functional,29.69473517,-4.91802226
1078,7975,functional,34.83435344,-8.98855633
1079,9418,functional,35.72104265,-6.20761129
1081,68311,functional,34.17033482,-3.83161228
