,id,latitude,longitude,status_group
162,71845,-8.84136926,34.68050209,functional
163,42180,-4.52564753,30.26413388,functional
164,63632,-2.54645921,33.16358148,functional
165,55594,-5.32212056,35.0800974,functional
166,11787,-4.42476057,33.43789893,functional
168,72678,-2e-08,0.0,functional
169,50970,-10.9753631,39.08229758,functional
170,37840,-10.73055089,35.98642477,functional
172,10715,-6.45446888,38.33493265,functional
173,12120,-8.12006358,36.70397575,functional
175,41635,-8.17864388,31.52365762,functional
176,14884,-3.81945703,35.7005422,functional
178,33037,-9.07440778,33.20344175,functional
180,47459,-7.85014451,35.63419525,functional
181,68908,-7.90660636,39.67094346,functional
182,62670,-3.18469585,36.8272342,functional
184,2136,-7.78306327,39.8543204,functional
185,33320,-8.08918663,35.76391894,functional
187,45604,-1.13959123,31.51225219,functional
189,52318,-8.82993517,33.85161987,functional
191,36684,-8.51078169,34.95840922,functional
192,41034,-8.19550192,35.2725042,functional
194,4807,-9.12973959,34.71600987,functional
195,41845,-10.60671713,39.77883219,functional
196,6065,-4.36699297,37.89233459,functional
200,30377,-2.54922891,30.75176889,functional
202,8060,-9.20451104,34.89930829,functional
203,59630,-8.83707693,34.920323100000005,functional
206,26701,-9.01509636,32.85025146,functional
207,46897,-3.36937009,36.78231907,functional
209,52520,-3.25083059,35.88015611,functional
217,31132,-3.81255032,33.10016187,functional
218,37562,-3.2526794,36.65057433,functional
220,30257,-4.67802251,34.96353666,functional
223,48695,-4.59970578,29.88356158,functional
225,46814,-2.07269915,33.35805782,functional
226,7721,-6.01081035,37.08879175,functional
227,63695,-4.74212404,34.64498869,functional
228,7171,-3.64794666,32.16614798,functional
229,58838,-2.84922488,32.91684591,functional
230,61046,-5.13246175,38.4687019,functional
244,51694,-7.91507677,35.06153079,functional
246,1780,-7.42197042,35.87761667,functional
247,39490,-5.13617489,38.70152604,functional
248,21704,-3.31993627,37.43964118,functional
250,24948,-8.72031632,34.63225535,functional
251,6076,-10.57239234,38.79470824,functional
254,34877,-9.504312599999999,34.3039125,functional
258,4321,-7.86001982,35.62422947,functional
264,52448,-5.79362559,35.91196769,functional
267,14326,-4.18247567,37.56451071,functional
268,36933,-8.95958218,33.30381177,functional
269,65093,-10.56479172,38.80660601,functional
272,49732,-8.81026548,32.71120577,functional
273,20200,-3.83408324,33.06037263,functional
274,43777,-3.79134872,30.536514299999997,functional
276,52601,-8.77905499,36.36552941,functional
278,73024,-3.69879186,37.67816216,functional
280,9474,-4.33258278,30.01709818,functional
281,44434,-3.59108444,30.70845573,functional
282,36366,-3.76408399,33.83495799,functional
285,71487,-2e-08,0.0,functional
287,36093,-3.56849388,33.99969741,functional
288,2591,-7.90807484,31.53969095,functional
292,24049,-3.17881406,36.90794506,functional
293,70835,-3.30450464,35.73363834,functional
294,74176,-3.30815036,37.37037474,functional
295,68037,-5.97347421,35.86593887,functional
300,62565,-2.50530793,30.51219714,functional
301,70379,-2e-08,0.0,functional
302,10089,-3.74548548,33.02122705,functional
304,43345,-4.38908379,33.43091711,functional
306,59713,-2e-08,0.0,functional
316,61979,-8.93900583,32.0258239,functional
322,8055,-6.22393508,36.35396378,functional
324,33963,-8.85092324,39.46211242,functional
326,7900,-2e-08,0.0,functional
327,337,-4.83944178,29.69182833,functional
328,17861,-11.35532944,34.89217109,functional
331,2845,-9.08290229,34.59648052,functional
332,17111,-9.32481172,32.94752532,functional
333,21338,-3.28863325,33.50643109,functional
334,49326,-3.17625599,34.06791698,functional
335,15358,-10.87676104,37.16959606,functional
338,29513,-7.95071025,36.85533064,functional
339,51163,-8.65868897,31.86585448,functional
340,40920,-4.03006799,33.46782217,functional
341,65101,-8.73986417,36.714157,functional
343,67822,-3.34459861,36.6901363,functional
344,14135,-4.41280954,35.51442025,functional
346,32089,-2e-08,0.0,functional
348,43433,-11.10267439,34.65294448,functional
349,62188,-6.84613413,38.189668,functional
350,19,-10.56919171,39.73442461,functional
351,26577,-3.56223676,36.98516699,functional
353,9382,-4.77413286,30.03804351,functional
359,17978,-2.9594595,36.94719085,functional
362,25534,-9.61540484,34.401516799999996,functional
363,13969,-4.02026539,33.35584599,functional
365,25143,-7.69740663,36.95971049,functional
366,25736,-3.36932707,36.84681264,functional
367,17516,-2.15195843,33.46719471,functional
368,66980,-4.8807539,33.10638261,functional
369,45444,-8.13354916,36.65697271,functional
370,59310,-2e-08,0.0,functional
371,59102,-3.17692667,35.91834892,functional
372,61883,-8.0823985,36.48669063,functional
373,93,-10.26251276,35.63182868,functional
376,44092,-11.44710356,36.88414665,functional
379,53847,-6.08425531,36.72938267,functional
380,67634,-3.54812862,37.54983568,functional
382,37524,-3.3252078999999997,35.66085777,functional
383,16341,-2.97432722,34.21765613,functional
384,39176,-8.81788385,36.35436543,functional
385,24836,-10.45739934,35.33758379,functional
388,74217,-3.58425942,36.68729462,functional
389,7007,-9.87356716,34.50392432,functional
390,4101,-2.6736728,33.31855816,functional
392,38725,-9.12297853,34.76969867,functional
395,49453,-4.26978864,37.88913692,functional
396,63018,-8.46718958,34.99999697,functional
399,23835,-6.77130648,37.819264000000004,functional
401,39915,-3.46538763,36.92693499,functional
402,9736,-2.01163745,32.88066822,functional
405,20132,-3.84954464,32.65185323,functional
406,5963,-2.8630691,33.64477524,functional
407,3740,-7.86736004,35.57900029,functional
409,43742,-11.44864298,37.32334128,functional
413,57478,-2.7845812999999997,30.95668868,functional
416,4062,-2.54770471,32.50846356,functional
418,34741,-11.30350354,34.83510749,functional
419,67097,-6.8202964999999995,37.06946585,functional
420,4437,-3.39258445,37.48326369,functional
421,65817,-3.20928183,37.0304035,functional
423,54412,-8.70124771,34.3749434,functional
429,29639,-8.8435735,33.24888389,functional
430,65584,-3.29718526,37.27119332,functional
432,6788,-4.13690289,35.87087695,functional
433,51220,-2e-08,0.0,functional
436,58599,-3.30484906,36.65918148,functional
439,29753,-1.2126409,31.61498498,functional
443,779,-8.58236567,34.84505919,functional
444,68126,-8.54589527,36.02607935,functional
446,24794,-8.75232028,33.44574404,functional
447,29771,-2.82067589,33.52797453,functional
448,29052,-4.87487688,29.82376296,functional
449,4923,-9.26773755,33.88927158,functional
451,27079,-8.38308888,33.00045117,functional
452,60111,-9.12239269,34.78207959,functional
454,67155,-3.83221112,33.81341932,functional
455,54733,-11.13603413,38.24224578,functional
457,54678,-9.20234087,34.70473384,functional
458,1439,-9.86254017,39.07821972,functional
459,16313,-3.85714836,33.28236873,functional
460,6735,-4.34519815,37.89366796,functional
462,1220,-1.63276881,31.52611967,functional
463,57970,-3.1403548999999997,30.87464627,functional
464,44204,-3.12675292,37.63139468,functional
465,63675,-3.02923374,35.68945716,functional
467,66382,-10.47927001,35.76409768,functional
470,59053,-4.558200599999998,38.24712015,functional
472,52677,-3.79671202,33.46572835,functional
473,1738,-8.31732974,36.68246487,functional
474,19548,-2.54204907,30.757502799999997,functional
476,27523,-7.95432001,38.97994393,functional
477,815,-3.34432933,36.65124906,functional
479,11184,-5.14681033,34.03993717,functional
481,22000,-3.27751494,32.88151654,functional
484,25913,-6.4395627,35.59538597,functional
488,11905,-3.0049507,37.07324427,functional
490,31264,-10.27672535,40.10847456,functional
491,16537,-3.36690118,32.23969163,functional
493,33104,-10.21443688,36.13462601,functional
497,42476,-8.464787,35.00818338,functional
500,8699,-9.260030800000001,35.14300047,functional
501,1203,-7.102952,31.16922705,functional
507,61994,-3.52920727,36.77912479,functional
509,67453,-3.33966151,36.64845034,functional
512,18266,-1.28454595,31.80724315,functional
513,59263,-3.27581345,35.85723778,functional
514,6387,-8.82142407,33.23896133,functional
516,17571,-4.50932743,34.82528843,functional
517,53558,-3.36785133,36.7676484,functional
518,66967,-3.7849057999999998,33.12878044,functional
519,72238,-4.6619485,38.24505193,functional
520,12207,-3.18887189,37.20540435,functional
521,68495,-2.67942163,33.60788087,functional
522,19283,-9.08118607,35.09692286,functional
524,3522,-3.59574863,33.532819599999996,functional
527,26851,-4.7494209000000005,38.34557798,functional
528,41968,-9.83372178,39.58807065,functional
529,38379,-7.16360762,35.75921856,functional
530,54983,-3.86294405,33.05290406,functional
531,68333,-8.96319839,36.76071536,functional
533,5947,-7.87280492,32.48621516,functional
534,42347,-7.26866031,38.01900608,functional
536,64048,-4.38214578,35.33581003,functional
541,45876,-8.99872192,33.66509152,functional
543,24691,-8.11294506,35.40879448,functional
544,67950,-9.37148289,34.24695325,functional
546,65266,-4.21202061,35.43676476,functional
550,21737,-7.48850571,31.02011166,functional
552,63864,-7.71758867,35.91395802,functional
553,30174,-9.13627542,34.78081095,functional
554,70930,-10.60630124,38.75638427,functional
556,63746,-8.85924383,34.03537789,functional
557,24331,-6.64092051,38.78819288,functional
558,41174,-2.81886868,31.75690383,functional
560,31332,-8.1386234,34.85735486,functional
561,11011,-7.32666569,39.22813309,functional
562,12245,-6.87248615,37.08265447,functional
566,60626,-4.02988782,34.90730493,functional
567,69018,-6.91390781,39.13540896,functional
568,49196,-9.31479104,33.90449057,functional
569,26839,-10.53427849,36.02151061,functional
571,70584,-3.87439647,33.26558713,functional
572,6758,-3.17637233,34.30392413,functional
579,51133,-4.563839700000001,38.25670091,functional
581,48080,-4.66060583,34.66827981,functional
582,12552,-7.10179035,39.00010861,functional
583,52707,-8.91545457,33.09696393,functional
588,29658,-6.06749222,35.52795009,functional
591,8757,-7.59014094,36.99765607,functional
597,54113,-4.59221358,34.62141989,functional
598,59405,-9.18968342,34.67564069,functional
599,62511,-10.04794964,39.61838747,functional
600,23315,-3.54440659,33.45195532,functional
601,40509,-5.80574788,35.24947251,functional
604,71634,-4.21969903,32.88778684,functional
606,32245,-9.69904756,37.71138317,functional
607,3777,-8.18619122,31.51670542,functional
612,38775,-3.87833847,33.52206697,functional
613,66760,-4.21637305,33.24683363,functional
614,61574,-2.34388649,32.48102458,functional
615,57395,-5.01689148,35.01494868,functional
619,67199,-2.45428074,32.20144687,functional
620,22385,-4.79319402,38.22917276,functional
621,4636,-9.84568307,34.49341359,functional
622,35726,-6.12010157,38.4059458,functional
623,6939,-3.09536601,34.08777811,functional
624,31692,-7.10763364,39.38913797,functional
625,47016,-6.70295524,37.61765733,functional
627,27776,-1.28284016,31.83004879,functional
628,17242,-5.17532431,38.7854576,functional
630,60433,-3.85306228,32.26134425,functional
634,11811,-7.84847244,31.17657926,functional
637,32336,-7.41749909,39.25586996,functional
639,71856,-3.29510498,37.38450570000001,functional
641,11087,-9.14435762,34.02816938,functional
642,14701,-3.29445697,37.33750934,functional
646,21064,-6.44305304,38.90877855,functional
647,36711,-9.44325017,33.94732577,functional
649,47102,-7.4206565000000015,39.02538594,functional
650,13734,-7.85364993,36.8938688,functional
652,38763,-7.03154219,36.49807768,functional
653,38220,-4.45507773,29.91365688,functional
657,6519,-3.75997333,37.58822234,functional
661,72474,-7.70517682,36.94933741,functional
663,27561,-10.8140368,35.21865697,functional
665,6757,-7.55501198,37.04407976,functional
666,54596,-3.91752002,33.05168302,functional
667,67545,-2.83350351,33.52741962,functional
669,28846,-5.00758563,38.42991551,functional
670,13685,-8.31955912,36.12458333,functional
672,55543,-3.477757,37.60017121,functional
673,63908,-9.68703952,34.48010737,functional
675,57452,-10.69588398,36.04431196,functional
676,42339,-9.29217,34.67756553,functional
677,42491,-3.34740782,36.96414702,functional
679,28741,-8.25902787,35.42447999,functional
682,64144,-6.46228226,38.32831948,functional
683,15188,-3.86590618,33.19288483,functional
684,25220,-4.4842508,30.15802804,functional
686,69979,-1.36886109,30.7932219,functional
687,25199,-3.44214478,33.81524867,functional
688,70644,-11.12343114,34.67368024,functional
692,53106,-4.56498639,35.80132553,functional
694,22679,-8.85496293,34.01613266,functional
695,32012,-1.67766041,34.29157805,functional
697,19409,-2e-08,0.0,functional
699,36702,-9.34143877,34.17887054,functional
700,57293,-3.74702273,33.25045393,functional
703,46231,-3.41939862,36.75916018,functional
704,10342,-8.84645501,34.1115539,functional
705,54599,-2.9958472,34.25644023,functional
707,24052,-1.38578104,31.50434571,functional
709,4554,-8.921397800000003,36.7256787,functional
711,1856,-5.11619226,38.71281967,functional
713,3843,-1.76501198,33.96307757,functional
717,71891,-3.6024107000000005,33.53642426,functional
719,63423,-3.33275629,37.48989428,functional
720,38537,-2e-08,0.0,functional
721,880,-6.13876222,37.61516508,functional
726,69883,-3.27186256,37.22321463,functional
727,8709,-3.32005312,37.34028687,functional
728,8316,-2.23971058,34.9090624,functional
729,32164,-9.018736599999999,34.62732988,functional
732,71837,-3.18222311,34.18813213,functional
734,64333,-4.30233993,34.69893606,functional
735,39105,-10.49578459,40.34519307,functional
737,42943,-4.12138622,32.70635561,functional
740,68179,-1.56028832,31.17302557,functional
741,19672,-9.425702099999999,33.07333157,functional
743,42431,-9.60961559,34.46720492,functional
746,61759,-10.3085438,40.14849132,functional
747,64031,-9.08448985,34.79124481,functional
748,18488,-4.724289499999999,38.35606753,functional
751,59448,-1.34052484,30.92891601,functional
752,56471,-4.4006049,35.49199897,functional
753,17287,-2e-08,0.0,functional
754,8080,-10.40988387,39.97562125,functional
755,27799,-2e-08,0.0,functional
756,35558,-11.02520037,39.15542431,functional
759,61039,-3.28117787,34.03356563,functional
760,71895,-2.682506,32.98957441,functional
761,968,-3.34722743,36.64870859,functional
765,5562,-7.59934122,36.99682521,functional
768,43732,-4.4836218,38.23641817,functional
771,25947,-1.54851555,31.51247434,functional
773,50383,-10.63982117,36.06279717,functional
774,49431,-11.0190739,39.27078821,functional
781,58286,-3.1860387,34.30308178,functional
782,66643,-6.71901889,36.18107383,functional
783,12756,-3.23726621,37.31231195,functional
784,15545,-7.83285197,38.95340262,functional
785,47221,-3.95792936,33.14853021,functional
786,2414,-1.70540946,34.45988708,functional
788,71236,-1.98819412,34.12826279,functional
790,14985,-3.31816706,36.87991463,functional
791,41560,-3.61719497,32.27095277,functional
792,26204,-9.08069689,34.59285779,functional
795,59179,-2.9726865,34.17568961,functional
796,1981,-6.34066834,35.90378268,functional
797,72237,-7.00018132,39.080763299999994,functional
798,51820,-2e-08,0.0,functional
799,23732,-2.8228908,30.54632052,functional
802,57085,-2.41384324,32.09379477,functional
804,56708,-8.95216496,36.20598195,functional
805,3091,-6.10249415,37.00545481,functional
807,13201,-4.67289532,30.29452054,functional
813,11388,-2.98448801,33.1790604,functional
819,27790,-7.209925599999999,37.86277271,functional
820,37114,-4.82401867,38.81174638,functional
821,70237,-10.4286124,37.90616008,functional
823,61558,-3.07723763,37.596147200000004,functional
825,38293,-7.40121381,35.84256324,functional
829,68641,-5.12862122,34.76932101,functional
830,40102,-9.31648179,34.5410369,functional
832,13739,-8.64740104,34.29404859,functional
833,60171,-7.4291217000000005,31.38282241,functional
834,18825,-3.37784,36.85004827,functional
836,60688,-5.40820783,38.86915816,functional
837,9401,-4.6340748,38.28739948,functional
840,17569,-6.86048297,39.35517325,functional
841,14438,-6.42787752,30.98585202,functional
843,37241,-6.12962513,38.30640491,functional
844,37507,-3.51595684,37.0227058,functional
846,34664,-8.68854892,35.01056503,functional
847,16672,-4.54231254,35.77770870000001,functional
848,4778,-9.32934787,33.65384309,functional
849,55567,-6.59136797,39.11067764,functional
851,27571,-9.02668082,36.86653387,functional
855,50898,-2.40172923,32.32559467,functional
856,53006,-7.97494218,36.85659986,functional
857,56631,-6.91649866,39.21996168,functional
858,46988,-7.71762654,35.84628452,functional
859,4672,-1.52202654,31.56852941,functional
865,65995,-11.24387948,38.35898536,functional
866,8988,-6.25897367,36.86105576,functional
867,12598,-4.62778077,35.28650697,functional
869,28032,-6.97618993,39.28830882,functional
871,14727,-3.21307764,37.20963241,functional
873,44120,-5.50672698,38.93530343,functional
874,6424,-8.43755995,35.03278936,functional
875,146,-8.5250375,35.23659388,functional
876,56277,-7.65294057,37.03233877,functional
877,60410,-1.81716686,31.60661499,functional
878,61169,-4.48237453,30.15822767,functional
880,61060,-6.58882735,38.84170952,functional
881,33006,-3.20228969,37.22749305,functional
882,6988,-3.19440796,36.99582102,functional
885,19362,-3.43334639,32.3882981,functional
886,60535,-6.69871865,37.13516588,functional
887,54055,-3.69469217,34.43412028,functional
888,6171,-9.58696798,34.59701788,functional
891,68894,-4.7454415,38.325469500000004,functional
892,36606,-4.09027976,32.89593321,functional
893,72553,-3.93596204,34.3130908,functional
896,21896,-7.83724287,36.89138957,functional
897,25354,-6.76283155,38.86668324,functional
898,24752,-3.20475339,37.17312469,functional
899,7691,-3.43276804,36.71772211,functional
901,19080,-8.22663203,31.86000122,functional
903,36513,-10.93811199,35.01227875,functional
904,41986,-4.3883567999999995,37.88481654,functional
906,28016,-6.719839599999999,32.05435429,functional
907,55033,-6.1693718,37.66952714,functional
908,18928,-1.47901325,31.37971801,functional
909,44976,-6.83332235,33.36204256,functional
910,7296,-9.2494629,35.121869399999994,functional
912,15643,-7.72132665,37.01239712,functional
913,1817,-3.37155104,36.78451675,functional
916,2547,-6.24775678,37.16345991,functional
919,25000,-1.77944689,34.61530249,functional
925,30320,-8.42514709,35.03703681,functional
926,69136,-3.38385319,32.92664058,functional
927,28993,-10.11737861,34.66608182,functional
928,25367,-8.71364972,33.65740754,functional
930,18169,-6.61199206,38.79313243,functional
931,18729,-5.29027945,38.61120263,functional
935,52686,-2.02641667,32.97706641,functional
936,50841,-9.10287383,34.68011713,functional
938,21315,-3.33984698,35.67657721,functional
939,32543,-2e-08,0.0,functional
942,5009,-3.26699783,37.57126251,functional
945,69168,-3.37455275,37.12804102,functional
946,26962,-3.80525256,32.42233573,functional
947,43964,-9.32779984,34.55450414,functional
950,5071,-6.30481702,37.44218701,functional
951,44480,-4.5214177000000015,35.36339416,functional
953,55560,-9.07696728,33.56612386,functional
954,5563,-3.09913295,31.04039338,functional
957,58526,-4.87176277,38.22743616,functional
959,9069,-10.58669757,35.76905193,functional
962,5455,-8.25477048,31.3660232,functional
966,17088,-6.03050007,36.32262329,functional
967,61476,-10.21431825,40.07786865,functional
969,46507,-6.78267855,38.85858658,functional
970,38201,-9.09321176,32.74417171,functional
971,15306,-2e-08,0.0,functional
976,16923,-6.34852145,37.28293669,functional
977,22283,-4.51435586,30.25587707,functional
978,54056,-3.29403073,37.45107256,functional
979,3968,-4.61880133,38.07395506,functional
981,20020,-7.77233134,37.03586638,functional
984,38474,-1.75251983,31.15676686,functional
985,36914,-3.30595024,33.59105389,functional
986,21383,-10.545924699999999,35.77902379,functional
989,11961,-5.9501675,36.68994849,functional
990,59071,-4.79915002,29.64870608,functional
991,458,-3.34146691,36.96797076,functional
992,1678,-2e-08,0.0,functional
993,32502,-3.33998033,36.68622061,functional
995,41826,-9.40238092,33.92802621,functional
998,60873,-7.86344945,36.89739004,functional
999,61750,-6.72442943,38.90525403,functional
1000,47384,-4.36713441,30.10540086,functional
1002,5769,-10.82908533,35.52855220000001,functional
1003,41064,-3.90063613,32.37488694,functional
1005,2296,-9.45085004,33.95147444,functional
1006,30758,-10.71757308,37.16901334,functional
1007,11249,-9.77940111,34.60868542,functional
1010,55516,-9.28853174,33.90648512,functional
1011,68770,-7.72578383,38.93853758,functional
1013,73545,-6.50056261,35.37394148,functional
1014,21946,-6.10009329,36.89894516,functional
1015,20011,-8.96651368,34.90973851,functional
1021,72386,-3.50042849,31.94132704,functional
1022,6948,-4.27062187,35.47615585,functional
1023,61190,-3.24999421,37.5809503,functional
1025,5277,-2.4380498,32.14169344,functional
1027,34375,-5.11352127,38.70362303,functional
1030,34298,-3.78304532,37.68101702,functional
1038,11352,-2.46422032,31.77895223,functional
1039,19595,-7.90658417,39.66683436,functional
1040,2523,-6.6852803,39.13603616,functional
1041,51714,-9.34594887,34.18544377,functional
1042,47206,-10.62878902,35.48178632,functional
1045,30036,-8.30584715,36.67715645,functional
1046,24034,-7.74621128,35.86448753,functional
1048,70461,-8.62539799,35.20566532,functional
1052,20637,-9.45782098,34.00349791,functional
1054,15529,-2e-08,0.0,functional
1056,5968,-9.08977446,34.76771101,functional
1058,55164,-3.54246104,37.51263270000001,functional
1061,23296,-8.67348892,36.40445422,functional
1062,59327,-10.51620275,34.61425389,functional
1063,34823,-11.30755506,36.19342106,functional
1065,14675,-3.40199738,36.52788813,functional
1066,36360,-3.84856285,35.22406693,functional
1067,59257,-4.12707902,35.09972631,functional
1068,68473,-6.89327148,39.12016025,functional
1070,39088,-6.96544389,39.09728159,functional
1071,15044,-4.29289629,32.97478961,functional
1073,25635,-8.78094458,36.35965746,functional
1075,72352,-3.18093024,36.82266275,functional
1076,2427,-5.05565842,39.05502082,functional
1077,15178,-7.29024669,36.01417354,functional
1078,32145,-2.81423432,30.45466937,functional
1082,6905,-5.81173472,35.79752145,functional
1085,47744,-9.66421358,39.40216528,functional
1088,54386,-8.92052381,36.13455183,functional
1090,8734,-9.31873846,34.66369573,functional
1092,57641,-4.67223442,29.764977500000004,functional
1094,20872,-1.84089912,31.55720281,functional
1095,34554,-8.98814978,32.78179076,functional
1098,4435,-4.71428961,38.10835711,functional
1099,32760,-3.44731155,37.52156393,functional
1100,11879,-9.14583278,34.92292282,functional
1101,10835,-3.16873479,30.86461018,functional
1103,14783,-3.23483118,37.61165523,functional
1104,49627,-2.80045839,33.15450332,functional
1105,16898,-4.57527833,33.46100674,functional
1108,42001,-2.85764234,33.48193373,functional
1109,45954,-2.78513942,31.53679211,functional
1110,4072,-2.41536377,31.73254996,functional
1111,25132,-8.25966148,35.93034589,functional
1112,37522,-4.31201781,30.3192299,functional
1113,9850,-3.18220007,33.30292914,functional
1114,11736,-8.96603222,34.91687863,functional
1115,72024,-4.24628312,35.63107272,functional
1116,34272,-4.0175904000000005,34.83386179,functional
1117,27733,-3.09955825,34.05614328,functional
1118,19274,-2.65081407,33.34608706,functional
1121,21745,-9.17126708,33.53389261,functional
1122,47134,-2e-08,0.0,functional
1124,33789,-1.67668655,31.56747238,functional
1127,50879,-2.80907675,31.68666434,functional
1128,60376,-8.7617393,33.64240883,functional
1130,42383,-5.18084456,38.67316377,functional
1131,74085,-3.78452177,37.61762232,functional
1132,55074,-4.44706389,35.45577346,functional
1133,46138,-2.54592077,32.96359356,functional
1134,27695,-8.82961228,35.03883464,functional
1135,30098,-4.68201384,34.87673464,functional
1136,25576,-3.38106654,32.16891271,functional
1137,10479,-3.28521981,37.63423744,functional
1140,17413,-3.08537978,33.30755142,functional
1141,2080,-3.23431011,32.45009748,functional
1142,64577,-6.22397625,36.34938644,functional
1143,28942,-10.38274596,38.75503078,functional
1145,9182,-3.43329832,32.400056,functional
1147,16679,-7.98775851,38.76003406,functional
1152,32063,-8.88246787,33.33982183,functional
1153,69226,-1.82960898,31.59665847,functional
1154,47870,-4.69940189,29.68442893,functional
1155,3634,-4.82469564,38.81147239,functional
1157,46652,-4.83138564,33.02165386,functional
1159,3948,-3.34641652,32.0250299,functional
1160,21067,-9.54322773,34.81688229,functional
1162,19346,-2.42508021,31.75510651,functional
1163,1775,-8.84456005,32.71194283,functional
1164,25178,-2.08143024,32.94592567,functional
1165,30241,-8.151777099999999,35.30328974,functional
1166,31034,-3.35191841,37.46365287,functional
1167,33553,-1.54702151,30.87655918,functional
1168,53697,-2e-08,0.0,functional
1169,13285,-3.65297166,33.47109194,functional
1170,38383,-10.69151918,35.45175714,functional
1172,32551,-9.3644773,34.22983179,functional
1173,21065,-4.86648858,32.97594506,functional
1177,6081,-9.27877605,34.59237041,functional
1184,66603,-6.12399125,38.40456611,functional
1187,65214,-9.17616851,33.54280265,functional
1190,15760,-2.7512896000000002,33.19276272,functional
1191,69542,-2e-08,0.0,functional
1192,8263,-3.98599708,37.74119084,functional
1196,55522,-7.46759702,38.66822285,functional
1197,38157,-5.4613190000000005,38.18045246,functional
1199,57174,-5.35169253,38.23424145,functional
1200,46378,-3.25852673,37.22649694,functional
1201,58390,-8.93730289,33.53870498,functional
1202,25232,-2.9850898,35.80243408,functional
1203,57258,-9.64886054,34.80504620000001,functional
1210,20028,-9.86733493,34.95403156,functional
1211,59420,-4.82717015,38.81121679,functional
1216,52979,-4.7798585,38.50200217,functional
1217,5291,-2e-08,0.0,functional
1220,69379,-2.10846451,33.07069904,functional
1223,26627,-4.39732604,32.51050551,functional
