,id,latitude,longitude,status_group
2497,7045,-2e-08,0.0,functional needs repair
2511,25865,-1.21588097,30.58849816,functional needs repair
2521,67050,-3.4875462,33.92683959,functional needs repair
2546,54877,-7.48083356,35.79513370000001,functional needs repair
2584,66451,-8.331994400000001,34.69795324,functional needs repair
2611,66395,-8.47864497,38.92529463,functional needs repair
2626,9766,-3.72511803,37.6322059,functional needs repair
2658,44154,-3.72132755,37.65838975,functional needs repair
2663,65149,-10.82611371,35.54241561,functional needs repair
2664,24865,-4.28108771,37.86073999,functional needs repair
2668,21812,-1.54246931,31.53861388,functional needs repair
2692,33314,-10.34840493,39.70578334,functional needs repair
2698,69364,-4.66363728,30.06112581,functional needs repair
2710,47379,-9.7978332,37.91618883,functional needs repair
2719,61733,-3.29894689,37.57275149,functional needs repair
2723,7105,-8.29368226,31.55514512,functional needs repair
2753,31422,-2.99071304,30.86820773,functional needs repair
2774,38072,-4.92755116,36.08956914,functional needs repair
2776,36753,-2.8629504,37.12926105,functional needs repair
2788,44694,-3.78818784,37.64689055,functional needs repair
2794,42356,-2.64242797,32.91771926,functional needs repair
2799,57588,-9.07743706,34.60036027,functional needs repair
2808,64307,-8.97270123,34.6480473,functional needs repair
2814,57637,-4.90221141,36.14479486,functional needs repair
2850,71899,-10.585548699999999,38.60941567,functional needs repair
2854,22569,-2.03580992,32.97142462,functional needs repair
2872,17327,-3.60009803,32.11730406,functional needs repair
2877,71734,-2e-08,0.0,functional needs repair
2882,10016,-1.89500887,34.3115374,functional needs repair
2904,36911,-3.26042975,36.62479222,functional needs repair
2951,5574,-8.41771454,33.16544743,functional needs repair
2953,54558,-2e-08,0.0,functional needs repair
2958,22868,-2e-08,0.0,functional needs repair
2979,38401,-10.82069146,35.52466994,functional needs repair
3001,12333,-3.25439012,37.36945514,functional needs repair
3005,48283,-9.22417329,33.09507079,functional needs repair
3008,4657,-9.36520085,33.64797342,functional needs repair
3013,5331,-5.10686283,30.39110654,functional needs repair
3037,61564,-11.02429709,39.15351498,functional needs repair
3055,42896,-4.384840799999999,30.35380721,functional needs repair
3063,23642,-4.6386255,38.30505238,functional needs repair
3069,60042,-5.726672799999999,37.096639,functional needs repair
3088,36253,-1.46600733,31.74645654,functional needs repair
3093,32710,-4.8345918,29.98974382,functional needs repair
3104,33999,-3.29415489,37.44023528,functional needs repair
3116,62444,-1.13254874,31.78320054,functional needs repair
3137,46250,-4.88899894,29.74276245,functional needs repair
3175,59554,-4.84478224,29.96410375,functional needs repair
3185,67259,-8.21075423,34.80235381,functional needs repair
3195,676,-3.30837184,32.07729689,functional needs repair
3209,43314,-4.7304862000000005,38.33489551,functional needs repair
3217,34103,-3.30619327,37.42697168,functional needs repair
3272,10084,-4.81428723,29.93044502,functional needs repair
3295,29494,-2e-08,0.0,functional needs repair
3330,48829,-6.37327974,31.23551959,functional needs repair
3339,42069,-3.18436582,34.19312157,functional needs repair
3340,34725,-3.21750443,32.05065951,functional needs repair
3341,19468,-4.28281159,33.8820903,functional needs repair
3361,46146,-3.26029792,37.53167186,functional needs repair
3368,46439,-1.98812607,32.98398327,functional needs repair
3410,62204,-2.50201758,30.85099139,functional needs repair
3414,64668,-8.85287276,34.01161166,functional needs repair
3467,52420,-4.73629284,33.29965204,functional needs repair
3480,12618,-9.105452699999999,32.83221259,functional needs repair
3500,25559,-2e-08,0.0,functional needs repair
3521,49474,-3.81281128,33.3114858,functional needs repair
3534,48128,-6.26944941,37.49990103,functional needs repair
3565,38442,-4.46985475,29.83103838,functional needs repair
3578,66791,-3.4010952000000003,36.29458738,functional needs repair
3603,73992,-11.19687469,34.99630209,functional needs repair
3613,2343,-7.80415882,31.77231606,functional needs repair
3617,43603,-8.97408895,33.7642473,functional needs repair
3624,14405,-4.32240307,30.06960384,functional needs repair
3631,11247,-6.36386458,31.2449711,functional needs repair
3634,39007,-3.57240241,30.71467553,functional needs repair
3640,10631,-4.94836859,38.55335738,functional needs repair
3665,12351,-4.40090155,30.18637643,functional needs repair
3691,44519,-8.82521959,33.8527516,functional needs repair
3713,62997,-2e-08,0.0,functional needs repair
3721,159,-2.05858223,35.5511203,functional needs repair
3727,8167,-6.78277459,37.13834845,functional needs repair
3729,53965,-1.49711692,31.53344669,functional needs repair
3743,44514,-8.84948328,34.76099733,functional needs repair
3783,22086,-5.61330847,30.48545162,functional needs repair
3785,25156,-2.68679294,33.61651135,functional needs repair
3807,45821,-4.84016067,29.69695041,functional needs repair
3824,46954,-3.20698653,34.25235545,functional needs repair
3830,42070,-2.95580055,30.76307891,functional needs repair
3845,10564,-8.16158166,31.87218703,functional needs repair
3873,60750,-4.50019139,37.90724005,functional needs repair
3925,55042,-4.70561848,35.91566817,functional needs repair
3931,13896,-4.840483,29.95324316,functional needs repair
3945,12987,-8.80906915,34.07212004,functional needs repair
3981,28378,-1.49327066,31.746448600000004,functional needs repair
3992,72550,-4.45649891,29.76936188,functional needs repair
3994,40244,-2e-08,0.0,functional needs repair
3995,3868,-1.51224593,30.87684898,functional needs repair
4001,51937,-2.73136386,36.69743695,functional needs repair
4031,26551,-3.26144503,37.5472434,functional needs repair
4034,25266,-3.26716931,37.49476903,functional needs repair
4044,53987,-8.79784698,34.13786741,functional needs repair
4053,19295,-4.72398826,34.93067465,functional needs repair
4062,17859,-4.74796263,29.67838125,functional needs repair
4082,10230,-6.20749316,35.67651949,functional needs repair
4085,36717,-4.80334528,29.92515587,functional needs repair
4096,46014,-9.26514491,33.21950397,functional needs repair
4100,56402,-10.47974558,39.05240495,functional needs repair
4102,8620,-9.3303259,33.85354855,functional needs repair
4103,48747,-4.83234943,29.6592631,functional needs repair
4124,35572,-3.26034397,37.51533082,functional needs repair
4125,43485,-2.48708461,33.01559667,functional needs repair
4145,68367,-8.89620399,36.71523512,functional needs repair
4149,26456,-7.46047991,37.60800927,functional needs repair
4200,42459,-9.32870689,34.71878766,functional needs repair
4211,12239,-4.17898547,35.92991953,functional needs repair
4231,57877,-8.25317109,36.68527667,functional needs repair
4251,58001,-6.13516013,36.15821365,functional needs repair
4300,49919,-3.20190445,35.94945745,functional needs repair
4301,46266,-2e-08,0.0,functional needs repair
4315,49930,-8.78639805,34.08278042,functional needs repair
4322,57204,-3.63092455,35.91952549,functional needs repair
4332,74125,-8.569111900000001,33.45447251,functional needs repair
4336,40544,-5.01935858,34.81065357,functional needs repair
4338,357,-3.04293298,30.82111849,functional needs repair
4340,59023,-3.78845634,33.98025028,functional needs repair
4341,11209,-2.11500358,33.11740781,functional needs repair
4362,33183,-7.08049743,37.77052752,functional needs repair
4384,62522,-7.62488953,31.02153901,functional needs repair
4401,6397,-6.34864274,31.23855447,functional needs repair
4408,20681,-10.03508443,39.433815100000004,functional needs repair
4413,19003,-4.93585356,30.02240582,functional needs repair
4414,66524,-2.53867637,30.66533824,functional needs repair
4443,66845,-2e-08,0.0,functional needs repair
4461,7383,-8.70064708,34.38209564,functional needs repair
4505,50146,-10.74728912,39.88181927,functional needs repair
4507,46421,-6.66077916,37.13888918,functional needs repair
4523,44083,-3.21469675,33.43722348,functional needs repair
4534,28735,-8.71041903,39.17813741,functional needs repair
4540,23162,-9.21667872,33.62476556,functional needs repair
4546,25513,-2e-08,0.0,functional needs repair
4550,45573,-6.83106083,37.04565128,functional needs repair
4556,14991,-8.69817125,34.36907166,functional needs repair
4559,29986,-5.16144104,34.66096775,functional needs repair
4566,11411,-10.27923314,40.19082821,functional needs repair
4591,30038,-2e-08,0.0,functional needs repair
4602,55371,-6.1905432000000005,36.84275965,functional needs repair
4625,42082,-8.57715061,33.05787987,functional needs repair
4651,24966,-9.36994323,33.59719151,functional needs repair
4658,18058,-2.46124747,33.06416558,functional needs repair
4684,16258,-9.83987169,34.47220827,functional needs repair
4696,35406,-6.51456499,37.22852294,functional needs repair
4713,9303,-3.64107963,34.40894269,functional needs repair
4733,30249,-4.74661007,29.65802199,functional needs repair
4787,49271,-4.48871536,29.89544825,functional needs repair
4798,42344,-9.06850749,33.57699163,functional needs repair
4800,43598,-9.33917649,33.61954634,functional needs repair
4832,1339,-3.38645083,37.55602543,functional needs repair
4841,40681,-4.39421023,34.35016435,functional needs repair
4848,20776,-6.26345918,37.51031132,functional needs repair
4858,26425,-1.06971678,31.74864626,functional needs repair
4861,24698,-4.13456677,37.8448415,functional needs repair
4890,37853,-10.75506999,39.47142325,functional needs repair
4897,50627,-2e-08,0.0,functional needs repair
4907,65445,-1.81232618,33.01359204,functional needs repair
4934,57003,-9.15089113,34.70341129999999,functional needs repair
4964,12634,-6.83278674,37.81422538,functional needs repair
4976,61546,-11.20874212,37.45595132,functional needs repair
4982,5452,-4.77106127,34.74502032,functional needs repair
4983,54799,-9.09679339,34.61489785,functional needs repair
5003,63605,-8.7310976,33.80360676,functional needs repair
5045,3346,-4.50007873,29.88083103,functional needs repair
5056,35701,-3.66398423,32.11874929,functional needs repair
5058,59537,-3.22329389,37.60990068,functional needs repair
5078,12803,-1.35975844,31.5240077,functional needs repair
5091,47529,-2e-08,0.0,functional needs repair
5094,63795,-4.65391961,29.76754973,functional needs repair
5099,10785,-9.1676084,33.75810493,functional needs repair
5116,10303,-9.03314904,34.61383544,functional needs repair
5133,25792,-7.73946229,36.92947732,functional needs repair
5144,23015,-6.1982705000000005,35.67761311,functional needs repair
5145,39044,-8.57304109,33.06235753,functional needs repair
5147,22068,-9.34625857,33.65247399,functional needs repair
5151,26010,-2e-08,0.0,functional needs repair
5166,20073,-8.67445042,34.31442244,functional needs repair
5168,46315,-6.34683759,31.08207682,functional needs repair
5182,15072,-4.47252481,30.15734937,functional needs repair
5189,33843,-4.47812937,29.841406699999997,functional needs repair
5196,62390,-3.72563873,33.78422133,functional needs repair
5197,17498,-2e-08,0.0,functional needs repair
5202,20517,-11.02409032,39.25546239,functional needs repair
5214,68455,-6.44207355,36.70401312,functional needs repair
5215,5356,-1.00334466,31.73891535,functional needs repair
5224,58127,-2.10275881,33.0134675,functional needs repair
5227,32606,-2.9646603,34.15852039,functional needs repair
5237,70422,-11.06989323,34.90522858,functional needs repair
5248,50220,-11.21615635,37.45297673,functional needs repair
5301,42746,-2.3824722,30.78361564,functional needs repair
5302,44894,-4.39275223,30.18162696,functional needs repair
5303,67522,-2e-08,0.0,functional needs repair
5307,43919,-9.35391688,33.6540429,functional needs repair
5311,48262,-4.82241185,29.66051602,functional needs repair
5330,35891,-4.48292701,29.98208563,functional needs repair
5353,53598,-9.32841692,34.726391799999995,functional needs repair
5359,18230,-5.63625701,30.355907799999997,functional needs repair
5361,37831,-4.24929501,37.87214082,functional needs repair
5366,13494,-4.26638604,35.85075036,functional needs repair
5370,45472,-4.39084748,34.34560418,functional needs repair
5372,10128,-3.60899921,30.61351737,functional needs repair
5398,8547,-4.58946273,35.80540258,functional needs repair
5401,4448,-4.47809472,30.15039115,functional needs repair
5407,29582,-9.16204382,33.20859001,functional needs repair
5420,52797,-2e-08,0.0,functional needs repair
5422,16083,-8.68464055,34.33535145,functional needs repair
5436,46332,-3.35434536,36.69054976,functional needs repair
5437,19201,-4.39023529,37.86433212,functional needs repair
5438,57451,-4.69801565,35.97056623,functional needs repair
5465,28034,-4.55631029,34.55843,functional needs repair
5468,59382,-3.24694865,36.61692437,functional needs repair
5487,13610,-9.34908,33.6386284,functional needs repair
5496,3902,-3.21460671,34.2687912,functional needs repair
5511,69800,-9.90776003,39.12352265,functional needs repair
5515,19005,-3.37975983,36.85162139,functional needs repair
5535,50009,-1.90220441,34.02047737,functional needs repair
5551,59600,-6.51963313,37.21469646,functional needs repair
5565,69184,-8.82805345,34.64485657,functional needs repair
5569,1135,-4.62371613,29.87148971,functional needs repair
5586,18934,-11.31588389,36.95264934,functional needs repair
5608,54951,-8.88606044,39.49676454,functional needs repair
5612,44134,-8.55576623,35.25810695,functional needs repair
5630,16616,-3.67788729,37.65372679,functional needs repair
5631,58203,-2.56825999,30.5988397,functional needs repair
5650,18845,-3.29238968,36.61854484,functional needs repair
5716,18073,-3.25493976,37.53518679,functional needs repair
5717,56207,-4.3845508,30.35148516,functional needs repair
5725,15519,-8.775294800000001,33.78417367,functional needs repair
5733,66199,-10.52507061,38.96295179,functional needs repair
5739,64286,-2.69693081,33.5712049,functional needs repair
5741,50114,-2.07675412,33.08669296,functional needs repair
5750,21385,-2.73151975,33.61897612,functional needs repair
5767,38778,-8.60021078,33.51713113,functional needs repair
5777,14415,-9.06093343,32.84190912,functional needs repair
5794,17779,-9.22145827,33.60861225,functional needs repair
5800,9300,-3.42327475,33.80990975,functional needs repair
5816,2194,-4.32302672,30.14380612,functional needs repair
5817,26372,-4.72714674,34.9312272,functional needs repair
5839,27260,-7.50760608,31.04867297,functional needs repair
5840,64150,-7.67928861,36.96552408,functional needs repair
5855,55642,-10.79821223,35.56476725,functional needs repair
5879,29271,-8.93954262,33.53951988,functional needs repair
5885,16865,-1.2420802,31.80623361,functional needs repair
5895,12062,-9.01619264,34.6038028,functional needs repair
5909,1319,-10.82446291,35.51112896,functional needs repair
5922,23731,-10.01536281,38.40677319,functional needs repair
5955,42421,-3.75037464,37.59418912,functional needs repair
5956,38074,-3.2176753,34.20957783,functional needs repair
6022,40143,-4.8797394999999995,38.36768325,functional needs repair
6027,72675,-3.54888195,36.10009333,functional needs repair
6044,26500,-4.26015064,34.72889627,functional needs repair
6045,67284,-9.34344981,33.61513515,functional needs repair
6046,44334,-2.01171153,33.07612737,functional needs repair
6076,34855,-11.56450865,35.026846899999995,functional needs repair
6079,59491,-2e-08,0.0,functional needs repair
6083,7082,-2e-08,0.0,functional needs repair
6094,65127,-3.4269168,33.2936225,functional needs repair
6115,25110,-4.40253583,37.85289886,functional needs repair
6121,21280,-2e-08,0.0,functional needs repair
6157,34331,-6.90514181,37.64148466,functional needs repair
6160,34319,-9.16606886,33.54319705,functional needs repair
6217,54562,-4.75453259,29.73063544,functional needs repair
6219,57595,-8.96434283,33.10060026,functional needs repair
6224,43699,-6.51740019,37.22109139,functional needs repair
6232,742,-7.85313356,36.89237101,functional needs repair
6270,64885,-2.0882316999999997,33.06273876,functional needs repair
6278,26967,-2e-08,0.0,functional needs repair
6282,7272,-4.7391565,38.330407,functional needs repair
6306,55608,-2.85484063,30.6882402,functional needs repair
6338,68762,-7.69826914,36.95380876,functional needs repair
6340,258,-7.02486513,36.44246312,functional needs repair
6343,61723,-6.90165096,39.36664355,functional needs repair
6374,24103,-2e-08,0.0,functional needs repair
6399,4796,-10.0348865,39.44922116,functional needs repair
6428,43894,-2.93908831,34.250603600000005,functional needs repair
6429,16811,-2e-08,0.0,functional needs repair
6433,8774,-4.84492159,36.05214526,functional needs repair
6440,37180,-10.6227649,39.44885428,functional needs repair
6445,39716,-4.66314199,29.766253999999996,functional needs repair
6464,14290,-2e-08,0.0,functional needs repair
6510,21049,-2.97452511,33.53168074,functional needs repair
6538,37592,-8.68585948,34.33924061,functional needs repair
6546,57523,-6.7431399,36.57141889,functional needs repair
6591,10996,-6.72439628,32.05249773,functional needs repair
6607,56389,-7.10288858,31.16405313,functional needs repair
6625,20460,-8.84940772,34.0200599,functional needs repair
6637,11366,-10.9885824,36.04627991,functional needs repair
6643,36243,-3.33730933,33.85816155,functional needs repair
6652,32204,-2e-08,0.0,functional needs repair
6653,20784,-10.97151578,39.08204953,functional needs repair
6656,2221,-2.51136858,30.62020384,functional needs repair
6662,8426,-3.30438999,37.42131368,functional needs repair
6672,48469,-2e-08,0.0,functional needs repair
6673,34134,-9.34399117,33.61465496,functional needs repair
6712,64360,-9.33036991,33.63568239,functional needs repair
6713,42736,-2.77737864,31.6461314,functional needs repair
6725,9270,-8.98009512,33.21294226,functional needs repair
6739,15984,-11.30736157,36.96285735,functional needs repair
6741,19687,-2e-08,0.0,functional needs repair
6775,8724,-6.96356538,37.53051463,functional needs repair
6788,57024,-4.68833305,29.71030808,functional needs repair
6790,63020,-4.54249304,29.90899476,functional needs repair
6796,30006,-4.97793129,29.77981479,functional needs repair
6805,45480,-5.17660075,34.60027035,functional needs repair
6822,16320,-7.9833043,39.68183992,functional needs repair
6825,50756,-10.18047801,38.93189895,functional needs repair
6826,57675,-10.49056728,39.32370883,functional needs repair
6863,1241,-7.79085067,37.03558675,functional needs repair
6873,66356,-1.07216681,31.79796828,functional needs repair
6875,35890,-1.5831629999999999,31.17188006,functional needs repair
6892,61766,-4.261128,33.39682644,functional needs repair
6931,48648,-2e-08,0.0,functional needs repair
6937,32807,-5.17059869,36.29864953,functional needs repair
6959,53718,-3.26886364,37.48554828,functional needs repair
6966,41284,-1.66459981,30.99071695,functional needs repair
6970,17616,-6.71445126,36.36468818,functional needs repair
6974,11630,-4.75528183,29.73562762,functional needs repair
7018,25704,-3.19189736,30.88394218,functional needs repair
7020,51908,-4.44150693,30.09938883,functional needs repair
7027,73485,-6.26515305,37.51031818,functional needs repair
7064,71562,-7.3832944000000005,38.96037623,functional needs repair
7070,59287,-8.6355634,33.14898936,functional needs repair
7073,64733,-3.26760816,37.51504587,functional needs repair
7088,38415,-7.81396029,36.89442874,functional needs repair
7117,63360,-7.86067884,36.89597568,functional needs repair
7140,33837,-3.23187825,36.42756782,functional needs repair
7164,18220,-8.67626399,33.86404665,functional needs repair
7178,3756,-7.74506904,32.81935362,functional needs repair
7229,35437,-4.52438183,30.25387926,functional needs repair
7244,73301,-9.04983984,33.61179572,functional needs repair
7245,21759,-6.78668505,37.14080736,functional needs repair
7264,52510,-4.96834715,34.85960162,functional needs repair
7266,4675,-3.47471775,32.05169633,functional needs repair
7268,53446,-4.37191511,37.89400489,functional needs repair
7279,51914,-10.73300466,34.84250318,functional needs repair
7294,22164,-2.5349009,30.78373895,functional needs repair
7303,35660,-1.94104509,32.889309999999995,functional needs repair
7308,51001,-4.57323219,33.91417567,functional needs repair
7315,1595,-2e-08,0.0,functional needs repair
7330,25923,-10.81670204,35.53776197,functional needs repair
7339,32052,-10.98136222,34.9735994,functional needs repair
7342,68407,-9.06275894,32.98419991,functional needs repair
