,id,latitude,longitude
107,24834,-4.43392653,30.03071578
108,4091,-4.4588915,38.24442402
109,33261,-9.26881883,33.81466822
110,44384,-4.18404892,35.02234242
111,62096,-4.99483567,32.94718642
112,64554,-7.0035038,39.08342696
113,68314,-7.94158325,35.56771838
114,53,-3.35742512,36.67432678
115,23426,-9.34663784,33.91187132
116,38259,-8.11393053,31.63874388
117,16631,-10.73030401,36.00884449
118,43162,-4.96565066,34.85774806
119,44492,-1.45098903,31.45209393
120,38884,-3.66413309,33.66932264
121,13690,-6.91532531,37.75333011
122,60335,-3.2671678,37.47825262
123,31856,-4.21150952,32.12395834
124,67891,-6.64287516,38.35640398
125,25564,-10.44890839,34.6675289
126,55293,-9.38027549,34.23757868
127,31866,-3.28468532,37.27313434
128,71178,-8.98348456,32.88527532
129,60279,-9.39969423,34.740896
130,28615,-10.94025521,34.98990302
131,8744,-9.45018053,34.21215284
132,48308,-3.94044709,32.75733701
133,49626,-1.98006878,33.86144433
134,38098,-3.11331959,36.89963137
135,30309,-2.99369841,34.07442773
136,8015,-2.47456022,32.92057868
137,3496,-6.51840064,37.21538421
138,56971,-4.6185187999999995,38.48246991
139,68616,-2e-08,0.0
140,8646,-10.515310099999999,35.7588964
141,74104,-6.77170227,35.84163553
142,37501,-10.87948265,39.24118301
143,33001,-4.20028394,33.18150167
144,69202,-3.21965387,37.58743816
145,68409,-3.33484802,37.15330819
146,51847,-5.56955781,36.15989877
147,55647,-3.73365859,32.97098153
148,17923,-2.03466061,33.09373422
149,71743,-6.7832854000000005,38.86003518
150,51539,-2e-08,0.0
151,73819,-6.33126372,35.75457603
152,66881,-9.26673527,32.93155539
153,58768,-5.31079128,29.88877545
154,2648,-2.66167239,31.32170771
155,68933,-11.32726797,34.84589302
156,12427,-4.86323549,30.36036456
157,16633,-8.84626582,32.72547129
158,24123,-8.08149573,35.76559605
159,58551,-6.14209678,35.94820405
160,17132,-6.81055717,38.953264600000004
161,3027,-3.37881268,30.86837823
162,2651,-5.19063734,34.7093461
163,25998,-10.858004699999999,39.66918663
164,63400,-3.25011669,36.98730137
165,50028,-6.21749098,36.00487589999999
166,67897,-3.57466784,36.93159083
167,21425,-2.90287945,33.24384162
168,71756,-3.85032443,33.23557581
169,16862,-3.19868895,37.03823817
170,15420,-9.19269342,35.1018841
171,47784,-1.30123857,31.81285612
172,712,-10.93384583,38.36849286
173,54368,-2.79280896,33.37815286
174,2866,-9.22397853,33.54989043
175,51130,-3.83352987,34.17113267
176,27993,-5.19786904,35.28050862
177,21621,-4.27598594,30.42759159
178,66038,-5.38462674,38.97155755
179,42182,-6.51860869,38.89095066
180,17694,-10.29469648,39.98205894
181,57759,-8.228000699999999,35.87501977
182,47978,-7.65095641,35.38635891
183,52359,-4.57972323,37.93798894
184,69656,-7.80582548,35.59280104
185,24086,-8.99754687,32.94044845
186,43579,-3.57434542,32.92992658
187,43284,-3.30207819,36.60724575
188,2877,-6.87616383,36.68018106
189,21171,-4.8719301,30.34717036
190,40982,-4.6615608,38.27094157
191,48396,-3.38737971,36.75927115
192,13323,-2.80046063,33.64930569
193,28467,-8.92088215,34.73747841
194,2768,-4.15189715,35.09479154
195,73593,-8.089335499999999,33.25424193
196,65164,-11.17829173,36.33788056
197,69976,-10.55154627,35.9770565
198,52145,-10.50802015,38.98738247
199,49259,-3.2681787,36.980594399999994
200,23542,-7.91925731,35.53901671
201,69848,-5.82951489,37.44412397
202,9305,-9.56048826,35.09343854
203,14359,-4.7781112,38.52077442
204,28925,-1.42713263,31.64219084
205,21243,-10.7961727,35.08228569
206,10616,-10.2773797,38.64244068
207,73667,-4.4015942,34.44750516
208,20566,-1.66592514,33.88622687
209,63711,-3.14633698,36.84895072
210,72840,-9.5396571,37.74768029
211,31651,-6.25308769,37.15765414
212,3782,-11.10710636,34.815974700000005
213,6799,-1.69114438,33.679676799999996
214,21402,-3.71814886,37.65901094
215,35390,-3.34092018,37.47692924
216,12636,-3.53829537,32.42445785
217,36887,-4.26044985,38.00682598
218,20086,-6.83863068,38.90354217
219,5634,-4.20735891,32.79870255
220,48029,-3.15236862,34.33720524
221,29927,-3.83717122,32.38385518
222,2930,-10.71445129,35.38271411
223,41800,-4.65458656,38.06751577
224,68349,-4.77966637,30.20681538
225,61678,-4.93811546,32.09890255
226,30270,-9.28989206,34.39176923
227,4678,-3.35258803,37.34831677
228,9392,-5.64326973,36.42441051
229,20735,-8.94881081,34.99698039
230,49300,-1.6122602,34.02144841
231,70339,-2.6087623,33.40591772
232,25572,-3.26222341,36.6391006
233,61445,-3.72779425,34.09730676
234,32190,-5.70419117,37.29373148
235,39189,-8.85394964,34.76182139
236,14853,-8.41198798,33.16012589
237,52207,-7.71775824,38.9342633
238,48035,-4.9013165,34.74381046
239,73122,-3.2453781000000004,35.83735311
240,16352,-3.10681969,33.33253763
241,42721,-8.93935015,36.13590557
242,15116,-10.03463494,39.52595584
243,7837,-4.556957,38.21076217
244,56907,-4.60894564,34.65847118
245,46382,-5.10215138,38.82652126
246,64521,-2.64014842,31.52400815
247,67362,-2e-08,0.0
248,61861,-8.02897733,31.71033001
249,72139,-5.6749452000000025,36.63553562
250,3398,-2e-08,0.0
251,62911,-9.16411665,33.59207501
252,48152,-3.81343889,37.60762508
253,48001,-8.22694393,35.86628741
254,64118,-2.87103123,37.35961168
255,65793,-9.30555986,34.51639956
256,61557,-8.54384912,35.21904144
257,32352,-2e-08,0.0
258,1830,-6.61217491,38.79259635
259,50553,-3.59734756,33.73073582
260,51961,-3.58337194,33.54958035
261,38481,-8.69011635,34.35349791
262,48371,-9.82291149,34.48200672
263,56540,-8.85431536,34.02038314
264,18142,-3.29462976,31.94442994
265,72934,-4.2991057999999995,33.48332446
266,39300,-5.10433961,36.00598277
267,40115,-11.34631248,38.43058389
268,3793,-7.36237327,31.28052235
269,59318,-1.84141004,31.59052416
270,68070,-5.06309118,38.33425198
271,67527,-6.44461707,35.86452198
272,34898,-9.30004547,32.88796933
273,26592,-6.74464483,36.27570732
274,67682,-3.22875935,36.61432969
275,52394,-3.23903142,36.64363634
276,32218,-4.19355046,35.02557402
277,69045,-3.04993128,33.37040039
278,12808,-6.07582793,38.24230099
279,49250,-5.24612455,35.8916617
280,64126,-8.85412873,34.62690973
281,64903,-3.3995849000000002,36.29494141
282,35165,-11.19109346,36.35135832
283,9543,-8.91237603,33.71522992
284,64635,-8.12610972,36.69919316
285,47929,-9.08179847,34.73611374
286,28329,-7.80725034,39.82253872
287,67954,-3.78707424,37.64366629
288,16575,-10.24341156,38.98767344
289,16612,-8.24561266,31.361951
290,27003,-4.33586592,35.39514057
291,73324,-10.46491607,36.1306906
292,7043,-5.61577244,32.74815536
293,22174,-3.50068748,37.54370759
294,19450,-7.81882698,36.89378331
295,35825,-7.33636009,36.74051982
296,9854,-5.17647305,35.86705548
297,23254,-11.30830648,36.95809117
298,72170,-4.18438573,33.81978224
299,61999,-10.68986178,39.45899789
300,70354,-5.4796794,36.10392509
301,6877,-3.52218016,32.44062347
302,47323,-8.86069126,34.72724439
303,48624,-10.74639136,36.01682529
304,6148,-3.61906312,30.4960233
305,59698,-10.95529328,38.62055146
306,67268,-3.30136238,32.85008291
307,59174,-3.9989305,32.5187714
308,68916,-7.79884618,37.03627966
309,28358,-3.50966817,35.39139419
310,57453,-3.31126435,35.73163673
311,71952,-8.28530325,39.21461786
312,1761,-3.4385947,33.52374687
313,15234,-3.34915799,32.06441228
314,60021,-9.79731413,34.52119973
315,22567,-6.854541900000001,39.16378702
316,17695,-9.41129668,33.87747295
317,19872,-2.99449627,34.22230639
318,22828,-7.77586968,38.23938126
319,34896,-4.19337016,30.22615406
320,35570,-2.78278859,33.51120801
321,41325,-1.16513731,34.03690181
322,8831,-3.45212444,36.80476363
323,5345,-4.87840172,38.67036908
324,19379,-3.36673886,37.03430682
325,5514,-9.29060887,34.60540813
326,61654,-1.88104149,31.58352781
327,40482,-3.46146836,34.19893772
328,43123,-2.90820837,33.4338201
329,40492,-9.41251008,33.82772922
330,68733,-4.21466423,33.19022516
331,3952,-3.3522812000000006,35.86632357
332,70288,-5.22021295,36.14512687
333,30085,-4.857017400000001,38.47383457
334,65837,-8.60823208,32.92164844
335,34752,-3.86928325,32.60812552
336,2465,-3.48008807,36.73583456
337,11466,-8.82895766,35.84031629999999
338,22313,-2.490689,32.99387218
339,30179,-10.560363,35.9262288
340,23505,-2.6744562000000003,30.59681141
341,48424,-5.68080534,38.36516644
342,11150,-3.86319071,33.202116700000005
343,70368,-4.73622837,34.77257549
344,26935,-10.26383034,38.91827923
345,5919,-6.70918927,36.65804855
346,2134,-4.23154706,35.52087846
347,16652,-3.19517549,37.03945739
348,59302,-4.70446026,33.46569891
349,24210,-3.28193519,37.48793154
350,6211,-3.46679579,36.72113386
351,19743,-3.72025776,33.20152001
352,10760,-2.94263614,33.49881365
353,48104,-7.86094699,36.99136393
354,50171,-5.67962638,30.403615999999996
355,63137,-4.84454985,38.82275376
356,38301,-3.36452832,30.75223253
357,10948,-4.206384099999998,32.87597047
358,33232,-1.76823106,34.7109555
359,61415,-2.05342264,32.91322003
360,69131,-10.62851574,38.58087123
361,73555,-2e-08,0.0
362,46610,-3.75021614,37.58530386
363,20922,-5.03699814,34.69597966
364,55743,-9.09092201,33.56034041
365,19341,-6.58312227,38.84321908
366,9588,-9.12042103,32.79421888
367,3293,-3.33848751,33.86579295
368,55490,-3.18718104,37.59088914
369,67678,-3.3502403,37.34740551
370,36119,-7.65888299,39.18876281
371,62775,-3.37781768,36.73193672
372,68162,-3.70811334,30.47489443
373,66128,-9.94683886,37.90618638
374,12036,-6.64400617,38.35101087
375,15739,-3.4205866,34.10495503
376,57048,-10.524535400000001,36.04083816
377,15825,-2.38068605,30.78835329
378,45590,-8.32259921,34.70462742
379,18055,-7.04760938,37.795571
380,34073,-3.68392348,33.44722642
381,14860,-3.33075622,32.42815945
382,53713,-3.37698136,36.77067078
383,69327,-4.77989368,34.60032502
384,60169,-8.31564157,36.67916558
385,26798,-4.69393049,30.06031119
386,37122,-6.00506008,37.084070000000004
387,45156,-9.89212831,34.50436344
388,22874,-6.7975229000000015,38.575093700000004
389,58774,-8.18880341,34.82583361
390,40092,-2.97035714,33.33973963
391,17487,-9.610517100000001,34.35667818
392,35886,-8.75835126,35.37578751
393,49892,-3.82739331,30.63213158
394,66338,-6.916135700000001,37.42290341
395,35481,-9.19881262,33.34808888
396,4135,-5.17881846,35.35265658
397,54191,-2.62987473,30.57090108
398,31349,-3.62965193,36.67222636
399,72271,-8.5344248,31.7498392
400,48863,-4.21836909,34.23099717
401,13758,-1.66590979,30.96467793
402,33443,-2.39164691,33.02026237
403,12003,-5.25143201,31.916079200000002
404,10845,-8.18306336,35.14670638
405,47,-8.7966666,31.98521626
406,70492,-9.2406243,34.68086633
407,11346,-5.51807432,38.51188187
408,20126,-9.2145227,33.56061221
409,51000,-2.52455324,30.50896232
410,64505,-4.25642189,36.54610185
411,58329,-6.85937357,37.06873712
412,6311,-2.578048,33.35264444
413,22286,-7.88181542,36.87551656
414,35013,-2e-08,0.0
415,6274,-5.05439613,32.63319622
416,30904,-2e-08,0.0
417,46606,-1.73712329,34.61387763
418,18461,-10.85916147,35.34507312
419,15256,-3.21752559,37.66043891
420,625,-1.78844917,34.64076139
421,42122,-8.30628575,36.67894526
422,18277,-4.37250045,34.25080081
423,68501,-3.30773241,34.068400700000005
424,8816,-2e-08,0.0
425,62879,-5.1327538,34.76871642
426,18554,-4.15465863,35.83908979
427,27712,-10.78676407,35.70756387
428,46935,-10.95605062,35.00856892
429,57804,-10.28226352,40.11209762
430,57711,-4.668065299999999,38.26376826
431,5516,-3.79193585,33.42517101
432,8305,-9.35761371,34.64408454
433,57410,-10.456468800000001,40.32131492
434,51412,-9.500177800000001,33.95582047
435,25863,-2e-08,0.0
436,35994,-7.85595471,31.23656847
437,55279,-3.5704957000000004,32.98242637
438,74102,-3.8584254000000002,32.64295346
439,38277,-6.97856157,36.60009328
440,1998,-1.47231362,31.74270096
441,52056,-10.789217599999999,39.10100761
442,63679,-3.22502964,37.04160822
443,71762,-4.63448062,33.51148899
444,71432,-6.47854966,35.92758462
445,45592,-6.53995349,38.83066229
446,13663,-2e-08,0.0
447,62227,-8.17876971,31.85258165
448,3730,-11.28689995,36.22362832
449,2451,-2.78210149,33.55666651
450,46418,-3.40795562,33.52220851
451,45996,-4.12409426,34.32131632
452,60911,-2.52582168,33.06134414
453,46089,-3.21266668,37.16180905
454,65579,-1.7468754000000002,34.61932338
455,40407,-9.16322231,38.68868865
456,66663,-6.03899895,37.01706351
457,26597,-10.21703167,34.96590335
458,50540,-7.28765311,36.01839632
459,58133,-3.32422104,36.73921669
460,1493,-4.37193479,32.80754298
461,31503,-7.96263199,31.60477312
462,17910,-9.29311097,33.90055014
463,19466,-9.57712303,34.3700274
464,38120,-3.77410639,32.64487307
465,66553,-3.31909706,37.6026059
466,31696,-4.16567532,35.03531882
467,51318,-9.40472259,33.90823812
468,33584,-5.94254108,35.97490664
469,48678,-2.71923816,30.58863531
470,36112,-5.737026599999999,37.08661522
471,6294,-3.3167372000000004,36.80401372
472,40612,-7.63461171,31.42577274
473,62793,-9.07327479,34.59641723
474,58090,-6.979910899999999,39.09674464
475,2532,-5.57232672,37.20754504
476,38865,-9.21057375,33.7107406
477,35462,-3.0464021,33.57208558
478,51709,-3.35589356,36.71705888
479,40624,-9.55216621,33.84850587
480,41745,-4.41592459,37.95349481
481,42315,-6.44951651,38.90284169
482,38952,-2e-08,0.0
483,45540,-8.23812877,39.01443813
484,73833,-5.10721854,38.61877338
485,27771,-6.33833899,31.04822137
486,9336,-9.61433822,37.84826964
487,12545,-9.03510167,34.82033488
488,54811,-3.34979167,36.79230543
489,48326,-4.9251607,38.39710186
490,31787,-1.99763088,33.09517998
491,61745,-4.00646,32.35879044
492,42091,-6.1354472,36.79706266
493,43727,-3.07220285,31.22012544
494,46917,-3.80567865,32.63545921
495,26718,-6.42529681,37.29019113
496,3138,-3.185606,33.88398143
497,72932,-10.21073277,35.89507318
498,25707,-10.47649288,38.96299211
499,68580,-10.7816037,39.04307434
500,25064,-6.13430046,36.41415828
501,7624,-5.13764923,31.04406217
502,3830,-9.4873863,33.95376734
503,13458,-6.69767367,36.57408461
504,57377,-2e-08,0.0
505,37294,-2.37903929,32.52128071
506,39561,-6.82280766,38.86607565
507,23237,-1.61918532,34.60345018
508,72484,-4.40597145,35.53298353
509,56490,-3.04240406,33.20285456
510,13706,-5.99977036,34.93718983
511,43035,-4.54077625,30.15273217
512,14084,-8.87835339,32.80299931
513,55875,-1.35661922,34.55182205
514,17299,-10.43465942,40.12614156
515,1793,-4.7514248,38.32634808
516,70943,-2e-08,0.0
517,65720,-6.44237257,38.89788633
518,49165,-9.14946908,34.55491319
519,18879,-1.25277144,30.93459662
520,3574,-4.1815796,37.50583745
521,56735,-7.8731905,35.6962332
522,45481,-8.84971999,35.77371567
523,51772,-3.34334386,36.93584706
524,74095,-10.30127313,39.36643633
525,54000,-9.16371881,33.54653887
526,34834,-2.48236452,33.02409116
527,50175,-3.39279422,33.7405996
528,35733,-3.26877366,32.191055199999994
529,6808,-5.80484429,38.66003254
530,27311,-1.5767523,34.41568362
531,73303,-3.53000875,30.66277795
532,70335,-3.08163088,33.32644086
533,2691,-1.78983668,34.37269689
534,12582,-4.84290189,29.74090426
535,49536,-2.57323506,30.59635203
536,23715,-3.8615991999999997,33.24439574
537,45445,-2.60932304,31.606617100000005
538,52609,-3.24970886,37.31433292
539,35087,-2.49113849,30.85061761
540,42767,-2.00958882,33.80166084
541,24373,-9.22738733,33.01272466
542,32895,-9.47446919,33.90955841
543,9328,-3.89016633,33.00745824
544,23275,-2e-08,0.0
545,20054,-10.98727483,38.37186337
546,8378,-8.4328557,35.03079411
547,47432,-3.76946025,30.68877317
548,49863,-7.95409439,38.97897468
549,57828,-2e-08,0.0
550,31169,-8.65362013,36.72200252
551,38382,-6.36036609,37.3865924
552,31205,-9.14083579,34.68018715
553,23528,-10.51658052,34.71460573
554,26507,-3.30882496,37.50930245
555,67091,-5.6739349,36.46861393
556,47734,-6.51054761,38.92499681
557,927,-3.39342907,36.52220314
558,48521,-9.48497765,33.34842334
559,16963,-4.40881072,34.2590751
560,48233,-4.16650486,33.01103655
561,58989,-8.9440109,32.37423499
562,2399,-7.53169693,37.76238239
563,23530,-5.16027369,35.30071888
564,46271,-7.04990083,39.07599758
565,71726,-8.21691723,34.78978431
566,23526,-7.91091918,33.32319254
567,49861,-7.00866174,39.53571763
568,22619,-4.76686766,33.23922627
569,41264,-1.67117321,33.88952145
570,20623,-8.56843702,34.8628255
571,35694,-2.88317872,31.73181557
572,68210,-10.74799406,35.13625089
573,13446,-2.61463608,31.58649299
574,11321,-3.62705074,30.681144399999997
575,56312,-3.31118178,37.46515889
576,19533,-9.15630011,32.51747976
577,7275,-10.79804496,35.07597310000001
578,48614,-6.64837231,39.09279766
579,65873,-6.78217548,38.85964263
580,9008,-9.4445598,34.21033591
581,36817,-4.667617,38.28766450000001
582,25767,-0.99875229,31.76912114
583,38460,-5.9107047999999995,37.76327041
584,16756,-1.4306888,31.63102827
585,13310,-6.69386103,36.56871387
586,36514,-9.39047516,34.23950654
587,57548,-6.57794396,39.02959265
588,2809,-8.1218927,35.22436586
589,70632,-9.58808791,34.58579127
590,17260,-6.51508857,31.08101296
591,27950,-4.38963261,34.68679223
592,40629,-2.14366136,35.73565522
593,64155,-9.72595495,34.79191461
594,50640,-8.09016914,36.68636523
595,67355,-10.51861852,35.79413513
596,32132,-2e-08,0.0
597,70868,-3.16893983,36.979849
598,45823,-10.59935863,36.39325216
599,19985,-8.88118394,34.71749811
600,61834,-7.29562054,39.15129392
601,54171,-6.4784051,38.99613186
602,62763,-2e-08,0.0
603,42408,-8.44907449,31.50903497
604,13151,-11.01824068,35.02009506
605,28311,-9.59297568,34.38677038
606,57775,-2.03495354,34.29469896
607,37603,-4.74420385,34.52327165
608,56357,-5.13285611,31.0511087
609,37845,-7.36969931,39.03231325
610,57177,-6.84120628,39.15896432
611,12821,-6.75076655,36.47661296
612,8193,-9.37662288,39.43667996
613,49031,-3.2024091,34.12383029
614,14011,-2.56320545,30.63373494
615,33708,-8.21175263,36.23377967
616,68898,-10.28176496,40.20201195
617,37198,-4.42688332,37.96436919
618,11151,-4.71690258,32.77964232
619,22264,-5.27378175,38.51563204
620,49694,-5.79591041,35.0525941
621,47318,-11.11558636,37.31338283
622,46108,-8.38908069,39.17836138
623,28297,-8.47514209,31.73086306
624,36340,-2.91621924,31.57563992
625,26987,-4.93516804,34.70331747
626,5766,-4.17832161,37.56428815
627,25979,-2.16001766,33.53197455
628,73021,-4.5384142999999995,38.39976208
629,11908,-8.76098064,33.64159115
630,47496,-8.24900247,35.11781745
631,61777,-3.58554909,36.65501874
632,47591,-7.90179793,31.54316722
633,8968,-3.23380781,37.02226813
634,45656,-6.99394878,39.07548471
635,39630,-9.32997986,34.60692779
636,2786,-6.17047728,38.634145200000006
637,958,-2.50634494,30.55758517
638,55843,-5.60986843,36.37500852
639,52074,-4.17028356,33.3502473
640,23422,-8.20758126,35.34545423
641,55802,-4.89606795,38.57185116
642,61634,-6.5478954000000025,38.84563347
643,1625,-9.54612205,34.81197573
644,37398,-8.79374728,36.35893948
645,51011,-4.45543202,34.95816042
646,49595,-6.02807978,37.19764194
647,22486,-6.85468562,36.18843838
648,22916,-2e-08,0.0
649,45204,-10.55386919,34.81430226
650,74223,-6.74513379,37.62751051
651,35533,-9.35193758,33.0054662
652,30595,-5.220134799999999,36.49607078
653,47319,-2.82452789,33.45467868
654,32555,-3.17144589,34.38305051
655,9520,-3.3135485,36.64018655
656,53253,-5.73225871,34.84733057
657,36436,-1.39854744,34.01731369
658,15036,-4.76525779,29.65430983
659,23175,-7.95181045,38.97694444
660,41998,-9.636439999999999,34.69282603
661,19345,-8.12865453,36.68374922
662,1198,-3.58999542,37.65517792
663,39848,-9.48457814,33.266660800000004
664,39278,-4.55067747,34.64892281
665,39844,-2e-08,0.0
666,17332,-6.15250066,36.4669261
667,51287,-2.80819989,31.68816826
668,49514,-9.65079966,33.90202306
669,64288,-7.541181699999999,39.12773383
670,41782,-4.69023744,35.86770106
671,54572,-10.07223955,35.89648654
672,68079,-4.71467345,30.04277849
673,68017,-3.22325542,37.29752944
674,66705,-6.20566729,35.67519264
675,5274,-9.57280373,33.77487391
676,58230,-10.3002398,39.36829774
677,51010,-4.96077297,33.06449492
678,46242,-10.72661048,36.00361241
679,1917,-11.21188983,36.28939524
680,9361,-3.20349604,37.62504335
681,33043,-1.97509324,32.934641600000006
682,56633,-5.62292457,30.43806114
683,57518,-3.48297029,37.46289228
684,51128,-4.93146189,39.09565953
685,4388,-3.45515133,36.80477607
686,62267,-3.50651543,37.35924099
687,72473,-3.13356535,34.08892838
688,70957,-10.50462705,38.99241681
689,35399,-9.88783165,35.10647138
690,33236,-6.11706693,38.40925265
691,73183,-8.95688379,34.91048859
692,52939,-2.51073559,30.65305896
693,66929,-2e-08,0.0
694,54326,-4.50326189,30.21182517
695,16343,-5.41495263,38.13131273
696,33013,-11.32742121,34.8348264
697,60384,-4.99894212,35.00067319
698,41074,-8.07114616,36.784229700000004
699,71997,-3.20404472,35.27336608
700,35190,-4.49871799,34.82005456
701,3425,-8.42437436,31.21561931
702,4335,-3.47312257,36.69653563
703,7399,-6.80959241,37.72669186
704,46431,-9.25630323,33.85457963
705,40845,-4.98797598,30.29495985
706,27347,-10.78011891,37.12282188
707,10981,-4.04647692,32.06590699
708,36447,-6.80044217,37.84330281
709,67485,-4.40990938,37.94673847
710,11220,-6.85666679,37.05759570000001
711,45857,-3.18468984,33.97652785
712,21806,-7.18288048,38.78712741
713,8771,-10.35565085,39.86666666
714,45535,-1.42080688,31.61553313
715,8671,-3.32129909,37.39431354
716,2252,-10.93074902,38.36798047
717,58078,-7.97071948,31.36664591
718,61068,-5.05030159,32.81560026
719,69204,-1.92932121,34.39916685
720,28326,-3.70061342,33.72148811
721,46930,-6.10847534,36.84878939
722,52104,-1.15605838,31.64157718
723,31732,-9.09831553,32.78908428
724,21584,-3.02893058,36.28311122
725,17045,-9.60352751,35.17737964
726,14404,-2.54657544,36.78637539
727,34699,-3.87131369,32.61675551
728,39930,-5.78914632,32.73241658
729,38744,-4.29105378,37.89708175
730,4339,-5.85680923,35.61186267
731,54735,-3.01451022,37.07472895
732,51916,-10.24410938,40.12605095
733,58114,-8.36069267,32.27511238
734,28339,-7.78921248,37.03663241
735,52048,-6.21093748,36.00881249
736,66497,-8.986355,32.10046522
737,18353,-6.46818812,36.2915529
738,16701,-8.78389036,35.80396747
739,59499,-10.26678424,38.6369019
740,66042,-10.71129944,39.36364279
741,43965,-10.98906177,37.20276085
742,48361,-3.7008437999999995,33.43201423
743,70766,-2.73183015,36.70648554
744,9510,-10.47803279,34.59518481
745,28586,-5.21737593,38.84943124
746,28521,-3.85927319,33.19771168
747,18050,-5.56739147,37.31713869
748,73151,-7.86118172,35.78411025
749,45011,-2e-08,0.0
750,64380,-9.49269353,33.91263973
751,66896,-8.89437205,33.60394966
752,40184,-9.62173842,34.643896399999996
753,67207,-4.15475476,33.26884181
754,70178,-10.13685259,34.936546299999996
755,54063,-8.90939954,32.71909483
756,39252,-10.49331654,40.04063497
757,53773,-9.5472569,33.46148305
758,47931,-6.60036308,36.10483987
759,44168,-1.96895251,33.83218519
760,66540,-10.40627645,39.97438068
761,54089,-4.17619524,32.8934245
762,29244,-8.65962304,31.749949600000004
763,27525,-6.40687471,35.77763333
764,58991,-8.12174639,36.648542600000006
765,18087,-8.92508365,32.83566523
766,67803,-2.93755339,30.92142852
767,48006,-6.67266384,39.16975915
768,11788,-4.79338148,38.22987753
769,16100,-8.91143506,36.82506688
770,16382,-2.3761499,31.73342157
771,21208,-6.5442158,38.95075225
772,8637,-3.29465682,37.58199037
